,accession,source_code,ribotype,c1
3033,SRR6009544,SRR,78.0,
3034,SRR6009861,SRR,725.0,
3035,SRR6009594,SRR,14.0,
3036,SRR6009871,SRR,20.0,
3037,SRR6009545,SRR,20.0,
3038,SRR6009487,SRR,46.0,
3039,SRR6009870,SRR,5.0,
3040,SRR6009737,SRR,2.0,
3041,SRR6009095,SRR,1.0,
3042,SRR6009677,SRR,106.0,
3043,SRR6009099,SRR,1.0,
3044,SRR6008955,SRR,5.0,
3045,SRR6009652,SRR,20.0,
3046,SRR6009498,SRR,62.0,
3047,SRR6009285,SRR,5.0,
3048,SRR6008966,SRR,23.0,
3049,SRR6009676,SRR,14.0,
3050,SRR6009897,SRR,451.0,
3051,SRR6009286,SRR,78.0,
3052,SRR6009495,SRR,81.0,
3053,SRR6008988,SRR,3.0,
3054,SRR6009104,SRR,17.0,
3055,SRR6009749,SRR,5.0,
3056,SRR6009733,SRR,216.0,
3057,SRR6009011,SRR,15.0,
3058,SRR6009335,SRR,5.0,
3059,SRR6009463,SRR,15.0,
3060,SRR6009566,SRR,174.0,
3061,SRR6009014,SRR,569.0,
3062,SRR6009119,SRR,2.0,
3063,SRR6009326,SRR,26.0,
3064,SRR6009827,SRR,20.0,
3065,SRR6009071,SRR,97.0,
3066,SRR6009706,SRR,17.0,
3067,SRR6009766,SRR,5.0,
3068,SRR6009464,SRR,14.0,
3069,SRR6009637,SRR,78.0,
3070,SRR6009200,SRR,20.0,
3071,SRR6009579,SRR,29.0,
3072,SRR6009317,SRR,2.0,
3073,SRR6009158,SRR,159.0,
3074,SRR6009003,SRR,23.0,
3075,SRR6008962,SRR,26.0,
3076,SRR6009534,SRR,2.0,
3077,SRR6009389,SRR,54.0,
3078,SRR6008992,SRR,126.0,
3079,SRR6009814,SRR,39.0,
3080,SRR6009332,SRR,87.0,
3081,SRR6009026,SRR,3.0,
3082,SRR6009563,SRR,14.0,
3083,SRR6009195,SRR,87.0,
3084,SRR6009781,SRR,3.0,
3085,SRR6009013,SRR,11.0,
3086,SRR6009238,SRR,87.0,
3087,SRR6009015,SRR,2.0,
3088,SRR6009155,SRR,78.0,
3089,SRR6009306,SRR,3.0,
3090,SRR6009794,SRR,20.0,
3091,SRR6009383,SRR,78.0,
3092,SRR6009660,SRR,81.0,
3093,SRR6009178,SRR,339.0,
3094,SRR6009776,SRR,54.0,
3095,SRR6009680,SRR,78.0,
3096,SRR6009184,SRR,5.0,
3097,SRR6009097,SRR,2.0,
3098,SRR6009234,SRR,126.0,
3099,SRR6009433,SRR,44.0,
3100,SRR6009041,SRR,2.0,
3101,SRR6009394,SRR,87.0,
3102,SRR6009835,SRR,3.0,
3103,SRR6009770,SRR,29.0,
3104,SRR3631127,SRR,1.0,
3105,SRR3631428,SRR,2.0,
3106,SRR3631381,SRR,3.0,
3107,SRR3631786,SRR,4.0,
3108,SRR3631506,SRR,5.0,
3109,SRR3631880,SRR,6.0,
3110,SRR3631574,SRR,7.0,
3111,SRR3631420,SRR,9.0,
3112,SRR3631250,SRR,10.0,
3113,SRR3631888,SRR,11.0,
3114,SRR3631566,SRR,12.0,
3115,SRR3631238,SRR,14.0,
3116,SRR3631780,SRR,15.0,
3117,SRR3631854,SRR,16.0,
3118,SRR3631275,SRR,17.0,
3119,SRR3631362,SRR,18.0,
3120,SRR3631274,SRR,19.0,
3121,SRR3631928,SRR,19.0,
3122,SRR3631927,SRR,20.0,
3123,SRR3631878,SRR,22.0,
3124,SRR3631468,SRR,23.0,
3125,SRR3631811,SRR,25.0,
3126,SRR3631332,SRR,26.0,
3127,SRR3631944,SRR,27.0,
3128,SRR3631748,SRR,27.0,
3129,SRR3631121,SRR,29.0,
3130,SRR3631418,SRR,31.0,
3131,SRR3631276,SRR,31.0,
3132,SRR3631293,SRR,33.0,
3133,SRR3631790,SRR,35.0,
3134,SRR3631883,SRR,36.0,
3135,SRR3631387,SRR,36.0,
3136,SRR3631747,SRR,37.0,
3137,SRR3631774,SRR,39.0,
3138,SRR3631341,SRR,40.0,
3139,SRR3631299,SRR,42.0,
3140,SRR3631843,SRR,43.0,
3141,SRR3631310,SRR,45.0,
3142,SRR3631424,SRR,46.0,
3143,SRR3631155,SRR,47.0,
3144,SRR3631903,SRR,50.0,
3145,SRR3631752,SRR,51.0,
3146,SRR3631278,SRR,53.0,
3147,SRR3631192,SRR,53.0,
3148,SRR3631802,SRR,54.0,
3149,SRR3631239,SRR,55.0,
3150,SRR3631528,SRR,56.0,
3151,SRR3631201,SRR,57.0,
3152,SRR3631321,SRR,58.0,
3153,SRR3631460,SRR,60.0,
3154,SRR3631319,SRR,62.0,
3155,SRR3631335,SRR,63.0,
3156,SRR3631288,SRR,64.0,
3157,SRR3631449,SRR,66.0,
3158,SRR3631782,SRR,67.0,
3159,SRR3631939,SRR,68.0,
3160,SRR3631324,SRR,70.0,
3161,SRR3631167,SRR,72.0,
3162,SRR3631924,SRR,75.0,
3163,SRR3631198,SRR,76.0,
3164,SRR3631537,SRR,78.0,
3165,SRR3631393,SRR,79.0,
3166,SRR3631807,SRR,81.0,
3167,SRR3631353,SRR,81.0,
3168,SRR3631951,SRR,83.0,
3169,SRR3631518,SRR,84.0,
3170,SRR3631175,SRR,85.0,
3171,SRR3631394,SRR,87.0,
3172,SRR3631401,SRR,88.0,
3173,SRR3631257,SRR,95.0,
3174,SRR3631370,SRR,97.0,
3175,SRR3631231,SRR,106.0,
3176,SRR3631153,SRR,115.0,
3177,SRR3631448,SRR,117.0,
3178,SRR3631179,SRR,118.0,
3179,SRR3631877,SRR,122.0,
3180,SRR3631171,SRR,126.0,
3181,SRR3631547,SRR,131.0,
3182,SRR3631813,SRR,153.0,
3183,SRR3631325,SRR,153.0,
3184,SRR3631285,SRR,169.0,
3185,SRR3631884,SRR,174.0,
3186,SRR7308761,SRR,1.0,
3187,SRR7309095,SRR,14.0,
3188,SRR7309107,SRR,20.0,
3189,SRR7309009,SRR,2.0,
3190,SRR7308721,SRR,14.0,
3191,SRR7309032,SRR,2.0,
3192,SRR7308929,SRR,2.0,
3193,SRR7308819,SRR,1.0,
3194,SRR7308676,SRR,1.0,
3195,SRR7308971,SRR,1.0,
3196,SRR7308865,SRR,1.0,
3197,SRR7309037,SRR,1.0,
3198,SRR7308999,SRR,1.0,
3199,SRR7308671,SRR,18.0,
3200,SRR7309203,SRR,1.0,
3201,SRR7309140,SRR,1.0,
3202,SRR7309040,SRR,14.0,
3203,SRR7308804,SRR,1.0,
3204,SRR7308817,SRR,1.0,
3205,SRR7309104,SRR,14.0,
3206,SRR7308674,SRR,78.0,
3207,SRR7308878,SRR,20.0,
3208,SRR7308833,SRR,1.0,
3209,SRR7308881,SRR,15.0,
3210,SRR7308887,SRR,2.0,
3211,SRR7309242,SRR,15.0,
3212,SRR7308629,SRR,20.0,
3213,SRR7309033,SRR,27.0,
3214,SRR7308986,SRR,78.0,
3215,SRR7308714,SRR,1.0,
3216,SRR7308935,SRR,20.0,
3217,SRR7308635,SRR,20.0,
3218,SRR7308688,SRR,20.0,
3219,SRR7308894,SRR,20.0,
3220,SRR7309194,SRR,14.0,
3221,SRR7308815,SRR,14.0,
3222,SRR7308827,SRR,27.0,
3223,SRR7308972,SRR,78.0,
3224,SRR7309193,SRR,14.0,
3225,SRR7309163,SRR,1.0,
3226,SRR7308789,SRR,15.0,
3227,SRR7308704,SRR,2.0,
3228,SRR7308752,SRR,2.0,
3229,SRR7309210,SRR,14.0,
3230,SRR7308642,SRR,14.0,
3231,SRR7308901,SRR,18.0,
3232,SRR7308638,SRR,15.0,
3233,SRR7308698,SRR,2.0,
3234,SRR7309084,SRR,78.0,
3235,SRR7309094,SRR,2.0,
3236,SRR7308926,SRR,78.0,
3237,SRR7308782,SRR,18.0,
3238,SRR7308917,SRR,15.0,
3239,SRR7308772,SRR,20.0,
3240,SRR7308630,SRR,1.0,
3241,SRR7308993,SRR,2.0,
3242,SRR7308712,SRR,1.0,
3243,SRR7309143,SRR,15.0,
3244,SRR7308861,SRR,14.0,
3245,SRR7309068,SRR,15.0,
3246,SRR7308958,SRR,15.0,
3247,SRR7309061,SRR,15.0,
3248,SRR7308726,SRR,78.0,
3249,SRR7308921,SRR,27.0,
3250,SRR7308955,SRR,78.0,
3251,SRR7308812,SRR,14.0,
3252,SRR7308893,SRR,27.0,
3253,SRR7308885,SRR,1.0,
3254,SRR7308685,SRR,2.0,
3255,SRR7308846,SRR,78.0,
3256,SRR7308823,SRR,14.0,
3257,SRR7308839,SRR,1.0,
3258,SRR7308745,SRR,14.0,
3259,SRR7308805,SRR,78.0,
3260,SRR7308723,SRR,14.0,
3261,SRR7308764,SRR,1.0,
3262,SRR7308867,SRR,78.0,
3263,SRR7309110,SRR,20.0,
3264,SRR7309027,SRR,14.0,
3265,SRR7308727,SRR,14.0,
3266,SRR7308667,SRR,14.0,
3267,SRR7308859,SRR,1.0,
3268,SRR7309187,SRR,1.0,
3269,SRR7309170,SRR,27.0,
3270,SRR7308897,SRR,27.0,
3271,SRR7308736,SRR,14.0,
3272,SRR7308877,SRR,1.0,
3273,SRR7309117,SRR,2.0,
3274,SRR7308832,SRR,1.0,
3275,SRR7308896,SRR,14.0,
3276,SRR7309161,SRR,20.0,
3277,SRR7308754,SRR,14.0,
3278,SRR7308814,SRR,1.0,
3279,SRR7309151,SRR,78.0,
3280,SRR7309090,SRR,1.0,
3281,SRR7309053,SRR,27.0,
3282,SRR7309243,SRR,27.0,
3283,SRR7309069,SRR,27.0,
3284,SRR7308651,SRR,27.0,
3285,SRR7308979,SRR,27.0,
3286,SRR7308980,SRR,27.0,
3287,SRR7309232,SRR,2.0,
3288,SRR7308770,SRR,20.0,
3289,SRR7308695,SRR,78.0,
3290,SRR7309070,SRR,27.0,
3291,SRR7308734,SRR,27.0,
3292,SRR7309247,SRR,27.0,
3293,SRR7309129,SRR,27.0,
3294,SRR7308681,SRR,27.0,
3295,SRR7309132,SRR,27.0,
3296,SRR7308876,SRR,27.0,
3297,SRR7308830,SRR,1.0,
3298,SRR7309248,SRR,15.0,
3299,SRR7308974,SRR,15.0,
3300,SRR7309157,SRR,14.0,
3301,SRR7309105,SRR,27.0,
3302,SRR7308643,SRR,1.0,
3303,SRR7308938,SRR,78.0,
3304,SRR7308902,SRR,14.0,
3305,SRR7308807,SRR,14.0,
3306,SRR7308806,SRR,14.0,
3307,SRR7309246,SRR,1.0,
3308,SRR7308899,SRR,14.0,
3309,SRR7308966,SRR,1.0,
3310,SRR7308737,SRR,1.0,
3311,SRR7308915,SRR,1.0,
3312,SRR7308996,SRR,1.0,
3313,SRR7309167,SRR,1.0,
3314,SRR7308697,SRR,1.0,
3315,SRR7308944,SRR,14.0,
3316,SRR7308767,SRR,176.0,
3317,SRR7308748,SRR,14.0,
3318,SRR7309127,SRR,14.0,
3319,SRR7308809,SRR,78.0,
3320,SRR7308702,SRR,1.0,
3321,SRR7308824,SRR,14.0,
3322,SRR7308939,SRR,1.0,
3323,SRR7309207,SRR,1.0,
3324,SRR7308689,SRR,20.0,
3325,SRR7309133,SRR,27.0,
3326,SRR7309154,SRR,20.0,
3327,SRR7308941,SRR,1.0,
3328,SRR7309149,SRR,1.0,
3329,SRR7309036,SRR,1.0,
3330,SRR7308918,SRR,1.0,
3331,SRR7308706,SRR,27.0,
3332,SRR7308826,SRR,27.0,
3333,SRR7308963,SRR,27.0,
3334,SRR7309122,SRR,27.0,
3335,SRR7309039,SRR,27.0,
3336,SRR7309109,SRR,14.0,
3337,SRR7308626,SRR,14.0,
3338,SRR7309020,SRR,27.0,
3339,SRR7308791,SRR,1.0,
3340,SRR7309099,SRR,1.0,
3341,SRR7308717,SRR,27.0,
3342,SRR7309169,SRR,1.0,
3343,SRR7309057,SRR,27.0,
3344,SRR7308975,SRR,14.0,
3345,SRR7309003,SRR,1.0,
3346,SRR7309158,SRR,2.0,
3347,SRR7309114,SRR,2.0,
3348,SRR7308856,SRR,27.0,
3349,SRR7308875,SRR,15.0,
3350,SRR7309211,SRR,15.0,
3351,SRR7309144,SRR,27.0,
3352,SRR7309235,SRR,14.0,
3353,SRR7308862,SRR,27.0,
3354,SRR7308973,SRR,14.0,
3355,SRR7308965,SRR,27.0,
3356,SRR7309146,SRR,27.0,
3357,SRR7309175,SRR,27.0,
3358,SRR7309051,SRR,27.0,
3359,SRR7308699,SRR,14.0,
3360,SRR7308948,SRR,27.0,
3361,SRR7309100,SRR,14.0,
3362,SRR7308933,SRR,14.0,
3363,SRR7308684,SRR,27.0,
3364,SRR7308898,SRR,27.0,
3365,SRR7309130,SRR,1.0,
3366,SRR7308818,SRR,1.0,
3367,SRR7308868,SRR,27.0,
3368,SRR7309184,SRR,14.0,
3369,SRR7308639,SRR,14.0,
3370,SRR7309124,SRR,1.0,
3371,SRR7308751,SRR,2.0,
3372,SRR7308741,SRR,20.0,
3373,SRR7308796,SRR,1.0,
3374,SRR7308802,SRR,1.0,
3375,SRR7309196,SRR,27.0,
3376,SRR7308654,SRR,27.0,
3377,SRR7308837,SRR,27.0,
3378,SRR7308755,SRR,20.0,
3379,SRR7309183,SRR,27.0,
3380,SRR7308627,SRR,27.0,
3381,SRR7308658,SRR,27.0,
3382,SRR7309135,SRR,27.0,
3383,SRR7309002,SRR,27.0,
3384,SRR7308995,SRR,1.0,
3385,SRR7309173,SRR,27.0,
3386,SRR7308952,SRR,1.0,
3387,SRR7309181,SRR,27.0,
3388,SRR7309004,SRR,2.0,
3389,SRR7308820,SRR,14.0,
3390,SRR7308740,SRR,27.0,
3391,SRR7308850,SRR,27.0,
3392,SRR7309078,SRR,1.0,
3393,SRR7309118,SRR,27.0,
3394,SRR7309091,SRR,27.0,
3395,SRR7308937,SRR,27.0,
3396,SRR7308845,SRR,2.0,
3397,SRR7309180,SRR,27.0,
3398,SRR7308633,SRR,2.0,
3399,SRR7309038,SRR,1.0,
3400,SRR7308659,SRR,2.0,
3401,SRR7309034,SRR,1.0,
3402,SRR7309016,SRR,27.0,
3403,SRR7308634,SRR,27.0,
3404,SRR7309128,SRR,2.0,
3405,SRR7308739,SRR,27.0,
3406,SRR7308709,SRR,20.0,
3407,SRR7308829,SRR,27.0,
3408,SRR7308666,SRR,27.0,
3409,SRR7309042,SRR,27.0,
3410,SRR7308906,SRR,27.0,
3411,SRR7308664,SRR,27.0,
3412,SRR7308636,SRR,27.0,
3413,SRR7308637,SRR,27.0,
3414,SRR7308983,SRR,27.0,
3415,SRR7308780,SRR,27.0,
3416,SRR7308656,SRR,27.0,
3417,SRR7308828,SRR,27.0,
3418,SRR7309083,SRR,27.0,
3419,SRR7308776,SRR,1.0,
3420,SRR7308854,SRR,27.0,
3421,SRR7308930,SRR,18.0,
3422,SRR7309049,SRR,78.0,
3423,SRR7308838,SRR,78.0,
3424,SRR7308905,SRR,20.0,
3425,SRR7308866,SRR,2.0,
3426,SRR7309141,SRR,2.0,
3427,SRR7308873,SRR,20.0,
3428,SRR7309028,SRR,14.0,
3429,SRR7309080,SRR,27.0,
3430,SRR7308900,SRR,78.0,
3431,SRR7308998,SRR,27.0,
3432,SRR7308869,SRR,176.0,
3433,SRR7309189,SRR,27.0,
3434,SRR7308821,SRR,14.0,
3435,SRR7308701,SRR,1.0,
3436,SRR7308961,SRR,27.0,
3437,SRR7309188,SRR,14.0,
3438,SRR7309190,SRR,18.0,
3439,SRR7309113,SRR,176.0,
3440,SRR7308783,SRR,27.0,
3441,SRR7309179,SRR,176.0,
3442,SRR7309079,SRR,27.0,
3443,SRR7309206,SRR,27.0,
3444,SRR7309220,SRR,14.0,
3445,SRR7308743,SRR,27.0,
3446,SRR7308722,SRR,176.0,
3447,SRR7308730,SRR,27.0,
3448,SRR7308690,SRR,27.0,
3449,SRR7308990,SRR,27.0,
3450,SRR7309233,SRR,27.0,
3451,SRR7308883,SRR,27.0,
3452,SRR7308768,SRR,1.0,
3453,SRR7309236,SRR,2.0,
3454,SRR7308967,SRR,27.0,
3455,SRR7308884,SRR,27.0,
3456,SRR7308728,SRR,27.0,
3457,SRR7308934,SRR,14.0,
3458,SRR7308871,SRR,27.0,
3459,SRR7308718,SRR,1.0,
3460,SRR7309245,SRR,2.0,
3461,SRR7309086,SRR,27.0,
3462,SRR7308707,SRR,27.0,
3463,SRR7309093,SRR,27.0,
3464,SRR7308788,SRR,27.0,
3465,SRR7308987,SRR,27.0,
3466,SRR7308680,SRR,14.0,
3467,SRR7308997,SRR,1.0,
3468,SRR7309111,SRR,1.0,
3469,SRR7309197,SRR,176.0,
3470,SRR7308765,SRR,14.0,
3471,SRR7309244,SRR,176.0,
3472,SRR7308925,SRR,14.0,
3473,SRR7308825,SRR,176.0,
3474,SRR7308710,SRR,14.0,
3475,SRR7309204,SRR,27.0,
3476,SRR7309221,SRR,27.0,
3477,SRR7309029,SRR,27.0,
3478,SRR7308653,SRR,27.0,
3479,SRR7308711,SRR,27.0,
3480,SRR7308647,SRR,27.0,
3481,SRR7308962,SRR,27.0,
3482,SRR7308720,SRR,1.0,
3483,SRR7308784,SRR,14.0,
3484,SRR7308724,SRR,27.0,
3485,SRR7308729,SRR,27.0,
3486,SRR7308853,SRR,27.0,
3487,SRR7309241,SRR,27.0,
3488,SRR7308655,SRR,27.0,
3489,SRR7308663,SRR,27.0,
3490,SRR7309120,SRR,27.0,
3491,SRR7308892,SRR,27.0,
3492,SRR7309166,SRR,27.0,
3493,SRR7308923,SRR,27.0,
3494,SRR7308725,SRR,78.0,
3495,SRR7309239,SRR,18.0,
3496,SRR7308644,SRR,20.0,
3497,SRR7308816,SRR,18.0,
3498,SRR7308628,SRR,18.0,
3499,SRR7309013,SRR,18.0,
3500,SRR7309045,SRR,356.0,
3501,SRR7309012,SRR,18.0,
3502,SRR7308763,SRR,18.0,
3503,SRR17631120,SRR,,
3504,SRR7308795,SRR,18.0,
3505,SRR7308831,SRR,78.0,
3506,SRR7308687,SRR,20.0,
3507,SRR7308640,SRR,27.0,
3508,SRR7309088,SRR,356.0,
3509,SRR7309054,SRR,27.0,
3510,SRR7308907,SRR,14.0,
3511,SRR7308692,SRR,1.0,
3512,SRR7308855,SRR,356.0,
3513,SRR7309025,SRR,78.0,
3514,SRR7309215,SRR,18.0,
3515,SRR7309178,SRR,356.0,
3516,SRR7308774,SRR,356.0,
3517,SRR7308970,SRR,356.0,
3518,SRR7308749,SRR,356.0,
3519,SRR7309022,SRR,356.0,
3520,SRR7309195,SRR,18.0,
3521,SRR7309041,SRR,356.0,
3522,SRR7309156,SRR,18.0,
3523,SRR7308992,SRR,18.0,
3524,SRR7309199,SRR,18.0,
3525,SRR7309000,SRR,14.0,
3526,SRR7309217,SRR,2.0,
3527,SRR3629743,SRR,18.0,
3528,SRR3629478,SRR,18.0,
3529,SRR3629592,SRR,356.0,
3530,SRR3629784,SRR,356.0,
3531,SRR3629782,SRR,356.0,
3532,SRR3629761,SRR,18.0,
3533,SRR3629637,SRR,27.0,
3534,SRR3629458,SRR,18.0,
3535,SRR3629770,SRR,18.0,
3536,SRR3629481,SRR,356.0,
3537,SRR3629496,SRR,356.0,
3538,SRR3629331,SRR,356.0,
3539,SRR3629621,SRR,356.0,
3540,SRR3629435,SRR,356.0,
3541,SRR3629601,SRR,52.0,
3542,SRR3629384,SRR,52.0,
3543,SRR3629794,SRR,18.0,
3544,SRR3629327,SRR,18.0,
3545,SRR3629568,SRR,356.0,
3546,SRR3629771,SRR,18.0,
3547,SRR3629529,SRR,18.0,
3548,SRR3629471,SRR,356.0,
3549,SRR3629515,SRR,356.0,
3550,SRR3629482,SRR,18.0,
3551,SRR3629520,SRR,18.0,
3552,SRR3629682,SRR,18.0,
3553,SRR3629674,SRR,18.0,
3554,SRR3629433,SRR,18.0,
3555,SRR3629722,SRR,18.0,
3556,SRR3629781,SRR,18.0,
3557,SRR3629705,SRR,18.0,
3558,SRR3629541,SRR,356.0,
3559,SRR3629296,SRR,356.0,
3560,SRR3629571,SRR,18.0,
3561,SRR3629708,SRR,356.0,
3562,SRR3629522,SRR,356.0,
3563,SRR3629457,SRR,356.0,
3564,SRR3629509,SRR,356.0,
3565,SRR3629426,SRR,356.0,
3566,SRR3629483,SRR,27.0,
3567,SRR3629508,SRR,18.0,
3568,SRR3629527,SRR,18.0,
3569,SRR3629632,SRR,18.0,
3570,SRR3629667,SRR,356.0,
3571,SRR3629790,SRR,356.0,
3572,SRR3629580,SRR,356.0,
3573,SRR3629493,SRR,356.0,
3574,SRR3629736,SRR,356.0,
3575,SRR3629737,SRR,18.0,
3576,SRR3629312,SRR,18.0,
3577,SRR3629468,SRR,18.0,
3578,SRR3629778,SRR,18.0,
3579,ERR026419,ERR,27.0,
3580,ERR026425,ERR,27.0,
3581,ERR029489,ERR,27.0,
3582,ERR029509,ERR,27.0,
3583,ERR030338,ERR,27.0,
3584,ERR030343,ERR,27.0,
3585,ERR031708,ERR,27.0,
3586,ERR044813,ERR,27.0,
3587,ERR045750,ERR,27.0,
3588,ERR045755,ERR,27.0,
3589,ERR045756,ERR,27.0,
3590,ERR045758,ERR,27.0,
3591,ERR111456,ERR,27.0,
3592,ERR111457,ERR,27.0,
3593,ERR111458,ERR,27.0,
3594,ERR111459,ERR,27.0,
3595,ERR111460,ERR,27.0,
3596,ERR111461,ERR,27.0,
3597,ERR111462,ERR,27.0,
3598,ERR111463,ERR,27.0,
3599,ERR111465,ERR,27.0,
3600,SRR3630954,SRR,106.0,
3601,SRR3630353,SRR,15.0,
3602,SRR3630036,SRR,27.0,
3603,SRR3630612,SRR,27.0,
3604,SRR3630569,SRR,15.0,
3605,SRR3630858,SRR,106.0,
3606,SRR3630045,SRR,15.0,
3607,SRR3630408,SRR,15.0,
3608,SRR3630895,SRR,15.0,
3609,SRR3630578,SRR,15.0,
3610,SRR3630270,SRR,15.0,
3611,SRR3630236,SRR,106.0,
3612,ERR272258,ERR,15.0,
3613,SRR3630607,SRR,106.0,
3614,ERR272250,ERR,15.0,
3615,SRR3630239,SRR,106.0,
3616,SRR3630914,SRR,106.0,
3617,SRR3630846,SRR,106.0,
3618,SRR3630280,SRR,106.0,
3619,SRR3630426,SRR,106.0,
3620,SRR3630080,SRR,106.0,
3621,SRR3630878,SRR,27.0,
3622,SRR3630544,SRR,27.0,
3623,SRR17631302,SRR,,
3624,SRR3630939,SRR,27.0,
3625,SRR3630374,SRR,27.0,
3626,SRR3630279,SRR,27.0,
3627,SRR3630623,SRR,106.0,
3628,SRR3630869,SRR,15.0,
3629,SRR3630918,SRR,106.0,
3630,SRR3630904,SRR,27.0,
3631,SRR3630575,SRR,106.0,
3632,SRR3630035,SRR,106.0,
3633,ERR272253,ERR,15.0,
3634,SRR3630086,SRR,15.0,
3635,SRR3630580,SRR,106.0,
3636,SRR3631832,SRR,15.0,
3637,SRR3630250,SRR,27.0,
3638,SRR3630112,SRR,27.0,
3639,SRR3338226,SRR,15.0,
3640,SRR3357658,SRR,15.0,
3641,SRR3355872,SRR,15.0,
3642,SRR3355505,SRR,106.0,
3643,SRR3355419,SRR,27.0,
3644,SRR3356336,SRR,15.0,
3645,SRR3356136,SRR,106.0,
3646,SRR3630875,SRR,106.0,
3647,ERR272260,ERR,15.0,
3648,SRR3630434,SRR,15.0,
3649,SRR3630898,SRR,27.0,
3650,SRR3630131,SRR,15.0,
3651,SRR3631556,SRR,15.0,
3652,SRR3630866,SRR,106.0,
3653,SRR3630396,SRR,106.0,
3654,SRR3630937,SRR,27.0,
3655,SRR3630180,SRR,15.0,
3656,SRR3630935,SRR,27.0,
3657,SRR3630055,SRR,106.0,
3658,SRR3630381,SRR,15.0,
3659,SRR3630179,SRR,106.0,
3660,SRR3630139,SRR,15.0,
3661,ERR272249,ERR,15.0,
3662,SRR3630577,SRR,15.0,
3663,SRR3630193,SRR,106.0,
3664,SRR17631280,SRR,,
3665,SRR3630863,SRR,106.0,
3666,SRR3630919,SRR,106.0,
3667,SRR3630259,SRR,27.0,
3668,SRR3630124,SRR,27.0,
3669,SRR3630110,SRR,106.0,
3670,SRR3630401,SRR,106.0,
3671,SRR3630210,SRR,15.0,
3672,SRR3630842,SRR,15.0,
3673,SRR3630367,SRR,106.0,
3674,SRR3630617,SRR,106.0,
3675,SRR3630096,SRR,27.0,
3676,SRR3630022,SRR,27.0,
3677,SRR3630837,SRR,106.0,
3678,SRR3630932,SRR,27.0,
3679,SRR3630194,SRR,106.0,
3680,SRR3630948,SRR,15.0,
3681,SRR3630051,SRR,27.0,
3682,SRR3630260,SRR,15.0,
3683,SRR17631194,SRR,,
3684,SRR3630591,SRR,106.0,
3685,SRR3630862,SRR,106.0,
3686,SRR3630063,SRR,106.0,
3687,SRR3630101,SRR,106.0,
3688,SRR3630958,SRR,106.0,
3689,SRR3630288,SRR,106.0,
3690,ERR272259,ERR,15.0,
3691,SRR3630611,SRR,27.0,
3692,SRR3630959,SRR,106.0,
3693,SRR3630174,SRR,106.0,
3694,SRR3630169,SRR,106.0,
3695,SRR3630166,SRR,15.0,
3696,SRR3630492,SRR,27.0,
3697,SRR3630191,SRR,106.0,
3698,SRR3630125,SRR,106.0,
3699,SRR3630097,SRR,27.0,
3700,SRR3630076,SRR,27.0,
3701,SRR3630941,SRR,106.0,
3702,SRR3630550,SRR,106.0,
3703,SRR3630861,SRR,15.0,
3704,SRR3630238,SRR,106.0,
3705,ERR272251,ERR,15.0,
3706,SRR3630208,SRR,27.0,
3707,SRR3630285,SRR,27.0,
3708,SRR3630888,SRR,27.0,
3709,SRR3630557,SRR,106.0,
3710,SRR3630338,SRR,15.0,
3711,SRR3630384,SRR,27.0,
3712,ERR272261,ERR,15.0,
3713,SRR17631195,SRR,,
3714,SRR3630425,SRR,15.0,
3715,SRR3630836,SRR,15.0,
3716,SRR3630170,SRR,106.0,
3717,SRR3630619,SRR,27.0,
3718,SRR3630352,SRR,106.0,
3719,SRR17631039,SRR,,
3720,SRR3630276,SRR,27.0,
3721,SRR3630219,SRR,15.0,
3722,SRR3630609,SRR,27.0,
3723,SRR3630340,SRR,15.0,
3724,SRR3630881,SRR,27.0,
3725,SRR3630103,SRR,106.0,
3726,SRR3630122,SRR,15.0,
3727,ERR272252,ERR,15.0,
3728,ERR272248,ERR,15.0,
3729,SRR3630360,SRR,15.0,
3730,SRR3630129,SRR,27.0,
3731,SRR17631149,SRR,,
3732,SRR3631137,SRR,27.0,
3733,SRR3630594,SRR,106.0,
3734,SRR17631000,SRR,,
3735,SRR3630877,SRR,106.0,
3736,SRR3630621,SRR,27.0,
3737,SRR3630847,SRR,15.0,
3738,SRR3630246,SRR,106.0,
3739,SRR3630057,SRR,27.0,
3740,SRR3630363,SRR,27.0,
3741,SRR3630392,SRR,27.0,
3742,SRR3630870,SRR,106.0,
3743,SRR3630398,SRR,27.0,
3744,SRR3630415,SRR,27.0,
3745,SRR3630555,SRR,106.0,
3746,SRR3630237,SRR,27.0,
3747,SRR3630067,SRR,27.0,
3748,SRR3630387,SRR,27.0,
3749,SRR3630031,SRR,27.0,
3750,SRR3630020,SRR,27.0,
3751,SRR3630871,SRR,27.0,
3752,SRR3630182,SRR,106.0,
3753,SRR3630390,SRR,106.0,
3754,SRR3630357,SRR,27.0,
3755,SRR3630127,SRR,106.0,
3756,SRR3630344,SRR,27.0,
3757,SRR3630089,SRR,27.0,
3758,SRR3630361,SRR,15.0,
3759,SRR3630171,SRR,15.0,
3760,SRR3630077,SRR,106.0,
3761,SRR3630850,SRR,27.0,
3762,SRR3630554,SRR,106.0,
3763,SRR3630079,SRR,15.0,
3764,SRR3630551,SRR,27.0,
3765,SRR3630347,SRR,106.0,
3766,SRR3631385,SRR,15.0,
3767,SRR3631850,SRR,15.0,
3768,SRR3630356,SRR,27.0,
3769,SRR3630224,SRR,106.0,
3770,SRR3630277,SRR,15.0,
