id,count
1090,2
1091,13
1092,17
1093,2
1094,1
1095,2
1096,5
1097,2
1098,23
1099,40
1100,6
1101,1
1102,1
1103,14
1104,89
1105,3
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,19
1114,3
1115,2
1116,1
1117,1
1118,1
1119,2
1120,1
1121,3
1122,1
1123,21
1124,9
1125,1
1126,1
1127,2
1128,58
1129,1
1130,1
1131,1
1132,3
1133,1
1134,1
1135,28
1136,1
1137,5
1138,20
1139,1
1140,1
1141,2
1142,1
1143,1
1144,3
1145,19
1146,21
1147,1
1148,1
1149,1
1150,4
1151,1
1152,1
1153,1
1154,1
1155,1
1156,84
1157,13
1158,1
1159,1
1160,1
1161,81
1162,5
1163,1
1164,5
1165,1
1166,62
1167,31
1168,23
1169,23
1170,3
1171,1
1172,1
1173,1
1174,22
1175,22
1176,1
1177,1
1178,1
1179,66
1180,3
1181,1
1182,1
1183,1
1184,1
1185,16
1186,1
1187,22
1188,1
1189,1
1190,14
1191,1
1192,2
1193,1
1194,9
1195,1
1196,1
1197,1
1198,22
1199,1
1200,20
1201,1
1202,1
1203,66
1204,1
1205,1
1206,23
1207,1
1208,17
1209,1
1210,93
1211,1
1212,1
1213,1
1214,14
1215,2
1216,32
1217,2
1218,1
1219,9
1220,1
1221,1
1222,7
1223,15
1224,1
1225,1
1226,8
1227,6
1228,2
1229,1
1230,54
1231,1
1232,10
1233,2
1234,13
1235,1
1236,1
1237,2
1238,1
1239,2
1240,1
1241,3
1242,51
1243,12
1244,1
1245,1
1246,2
1247,1
1248,2
1249,22
1250,1
1251,1
1252,2
1253,1
1254,80
1255,5
1256,5
1257,3
1258,23
1259,1
1260,19
1261,1
1262,1
1263,1
1264,19
1265,3
1266,7
1267,1
1268,1
1269,84
1270,4
1271,3
1272,1
1273,4
1274,1
1275,1
1276,19
1277,40
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1284,2
1285,5
1286,59
1287,1
1288,1
1289,42
1290,4
1291,1
1292,28
1293,11
1294,2
1295,1
1296,1
1297,1
1298,3
1299,1
1300,1
1301,1
1302,59
1303,1
1304,1
1305,2
1306,1
1307,3
1308,2
1309,10
1310,73
1311,1
1312,1
1313,2
1314,1
1315,1
1316,1
1317,1
1318,21
1319,1
1320,2
1321,6
1322,4
1323,3
1324,75
1325,3
1326,1
1327,1
1328,14
1329,3
1330,1
1331,2
1332,79
1333,4
1334,2
1335,6
1336,1
1337,1
1338,6
1339,7
1340,1
1341,8
1342,1
1343,1
1344,1
1345,17
1346,2
1347,1
1348,11
1349,1
1350,33
1351,20
1352,1
1353,1
1354,7
1355,1
1356,1
1357,1
1358,2
1359,13
1360,9
1361,1
1362,1
1363,84
1364,1
1365,1
1366,10
1367,1
1368,1
1369,1
1370,20
1371,1
1372,1
1373,18
1374,1
1375,1
1376,1
1377,1
1378,39
1379,42
1380,3
1381,1
1382,1
1383,87
1384,1
1385,91
1386,1
1387,3
1388,1
1389,1
1390,1
1391,88
1392,19
1393,84
1394,1
1395,1
1396,91
1397,1
1398,1
1399,1
1400,42
1401,49
1402,1
1403,1
1404,93
1405,1
1406,1
1407,1
1408,1
1409,94
1410,1
1411,1
1412,1
1413,3
1414,1
1415,21
1416,1
1417,1
1418,1
1419,3
1420,80
1421,2
1422,1
1423,6
1424,2
1425,1
1426,7
1427,5
1428,1
1429,42
1430,2
1431,1
1432,1
1433,81
1434,5
1435,1
1436,1
1437,4
1438,1
1439,1
1440,1
1441,2
1442,1
1443,1
1444,41
1445,2
1446,1
1447,1
1448,17
1449,1
1450,7
1451,8
1452,7
1453,3
1454,3
1455,2
1456,82
1457,5
1458,5
1459,83
1460,1
1461,1
1462,1
1463,1
1464,1
1465,22
1466,1
1467,1
1468,1
1469,23
1470,3
1471,1
1472,7
1473,7
1474,1
1475,1
1476,2
1477,1
1478,1
1479,1
1480,1
1481,89
1482,1
1483,3
1484,1
1485,19
1486,23
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,64
1496,31
1497,1
1498,62
1499,1
1500,1
1501,1
1502,63
1503,23
1504,1
1505,3
1506,81
1507,1
1508,1
1509,93
1510,1
1511,10
1512,2
1513,15
1514,18
1515,1
1516,1
1517,11
1518,1
1519,1
1520,1
1521,12
1522,1
1523,1
1524,2
1525,1
1526,1
1527,1
1528,82
1529,1
1530,14
1531,2
1532,3
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,14
1541,3
1542,1
1543,48
1544,1
1545,69
1546,1
1547,1
1548,1
1549,2
1550,1
1551,5
1552,1
1553,2
1554,13
1555,1
1556,7
1557,18
1558,5
1559,3
1560,2
1561,2
1562,1
1563,19
1564,41
1565,1
1566,1
1567,3
1568,1
1569,31
1570,1
1571,22
1572,1
1573,1
1574,1
1575,20
1576,1
1577,21
1578,1
1579,1
1580,20
1581,1
1582,1
1583,22
1584,93
1585,1
1586,2
1587,1
1588,18
1589,1
1590,22
1591,1
1592,1
1593,2
1594,1
1595,5
1596,15
1597,1
1598,29
1599,2
1600,2
1601,2
1602,1
1603,1
1604,5
1605,5
1606,81
1607,2
1608,1
1609,2
1610,1
1611,3
1612,19
1613,3
1614,1
1615,3
1616,1
1617,1
1618,69
1619,1
1620,51
1621,1
1622,1
1623,1
1624,2
1625,2
1626,2
1627,1
1628,10
1629,1
1630,1
1631,1
1632,1
1633,35
1634,1
1635,15
1636,2
1637,1
1638,1
1639,1
1640,9
1641,5
1642,13
1643,1
1644,9
1645,2
1646,27
1647,1
1648,8
1649,5
1650,2
1651,1
1652,23
1653,2
1654,10
1655,1
1656,1
1657,1
1658,1
1659,3
1660,1
1661,1
1662,1
1663,1
1664,60
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,3
1672,52
1673,1
1674,1
1675,2
1676,1
1677,2
1678,3
1679,1
1680,1
1681,3
1682,14
1683,17
1684,1
1685,1
1686,2
1687,4
1688,2
1689,3
1690,43
1691,1
1692,35
1693,10
1694,5
1695,3
1696,19
1697,4
1698,3
1699,76
1700,4
1701,2
1702,1
1703,6
1704,1
1705,23
1706,1
1707,1
1708,22
1709,1
1710,22
1711,3
1712,1
1713,1
1714,1
1715,3
1716,9
1717,13
1718,1
1719,10
1720,1
1721,3
1722,3
1723,1
1724,3
1725,25
1726,3
1727,1
1728,1
1729,20
1730,1
1731,3
1732,19
1733,1
1734,1
1735,1
1736,5
1737,19
1738,16
1739,2
1740,2
1741,5
1742,1
1743,1
1744,1
1745,1
1746,21
1747,23
1748,40
1749,1
1750,2
1751,4
1752,44
1753,42
1754,5
1755,4
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,1
1764,19
1765,3
1766,3
1767,2
1768,2
1769,1
1770,1
1771,1
1772,14
1773,1
1774,1
1775,58
1776,1
1777,1
1778,3
1779,29
1780,5
1781,20
1782,1
1783,1
1784,2
1785,1
1786,1
1787,5
1788,1
1789,1
1790,1
1791,1
1792,4
1793,3
1794,1
1795,4
1796,1
1797,19
1798,38
1799,1
1800,1
1801,1
1802,1
1803,2
1804,42
1805,4
1806,1
1807,28
1808,11
1809,3
1810,1
1811,1
1812,1
1813,1
1814,18
1815,1
1816,49
1817,1
1818,49
1819,1
1820,1
1821,1
1822,1
1823,3
1824,5
1825,5
1826,83
1827,1
1828,1
1829,1
1830,1
1831,20
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,63
1840,2
1841,6
1842,11
1843,1
1844,1
1845,1
1846,3
1847,1
1848,1
1849,1
1850,20
1851,1
1852,1
1853,1
1854,3
1855,1
1856,1
1857,1
1858,10
1859,1
1860,1
1861,1
1862,45
1863,2
1864,1
1865,5
1866,4
1867,2
1868,35
1869,1
1870,3
1871,1
1872,1
1873,20
1874,1
1875,16
1876,4
1877,1
1878,18
1879,1
1880,3
1881,1
1882,22
1883,19
1884,1
1885,3
1886,19
1887,3
1888,19
1889,1
1890,1
1891,1
1892,1
1893,22
1894,71
1895,1
1896,1
1897,1
1898,1
1899,1
1900,2
1901,4
1902,30
1903,10
1904,1
1905,13
1906,2
1907,2
1908,2
1909,1
1910,1
1911,5
1912,12
1913,36
1914,1
1915,2
1916,1
1917,1
1918,17
1919,1
1920,7
1921,8
1922,7
1923,3
1924,1
1925,1
1926,1
1927,23
1928,12
1929,23
1930,1
1931,21
1932,23
1933,8
1934,3
1935,3
1936,14
1937,23
1938,1
1939,69
1940,1
1941,1
1942,81
1943,10
1944,1
1945,1
1946,1
1947,3
1948,45
1949,2
1950,1
1951,1
1952,1
1953,8
1954,1
1955,23
1956,1
1957,75
1958,4
1959,2
1960,2
1961,1
1962,44
1963,1
1964,18
1965,8
1966,1
1967,13
1968,1
1969,2
1970,63
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,2
1982,4
1983,27
1984,10
1985,1
1986,1
1987,1
1988,2
1989,7
1990,10
1991,1
1992,40
1993,23
1994,3
1995,1
1996,5
1997,9
1998,11
1999,5
2000,1
2001,14
2002,2
2003,2
2004,1
2005,4
2006,9
2007,2
2008,1
2009,1
2010,5
2011,4
2012,1
2013,1
2014,2
2015,33
2016,2
2017,5
2018,1
2019,5
2020,9
2021,4
2022,16
2023,2
2024,2
2025,16
2026,2
2027,5
2028,1
2029,1
2030,1
2031,69
2032,1
2033,19
2034,1
2035,2
2036,1
2037,14
2038,17
2039,2
2040,2
2041,4
2042,2
2043,1
2044,1
2045,1
2046,1
2047,2
2048,5
2049,37
2050,1
2051,10
2052,1
2053,1
2054,1
2055,10
2056,2
2057,1
2058,1
2059,1
2060,14
2061,15
2062,1
2063,29
2064,2
2065,1
2066,2
2067,1
2068,10
2069,2
2070,1
2071,2
2072,2
2073,2
2074,1
2075,1
2076,5
2077,17
2078,36
2079,6
2080,3
2081,1
2082,1
2083,1
2084,7
2085,1
2086,1
2087,1
2088,2
2089,29
2090,1
2091,1
2092,12
2093,22
2094,11
2095,6
2096,2
2097,2
2098,1
2099,2
2100,1
2101,67
2102,3
2103,1
2104,10
2105,1
2106,3
2107,2
2108,3
2109,5
2110,7
2111,2
2112,5
2113,13
2114,17
2115,2
2116,1
2117,2
2118,5
2119,2
2120,1
2121,1
2122,2
2123,48
2124,1
2125,1
2126,7
2127,1
2128,11
2129,3
2130,3
2131,1
2132,1
2133,3
2134,8
2135,6
2136,2
2137,1
2138,44
2139,18
2140,8
2141,1
2142,12
2143,1
2144,2
2145,2
2146,1
2147,22
2148,1
2149,1
2150,1
2151,83
2152,1
2153,7
2154,7
2155,1
2156,1
2157,2
2158,1
2159,1
2160,1
2161,1
2162,5
2163,81
2164,1
2165,3
2166,51
2167,1
2168,13
2169,1
2170,1
2171,1
2172,2
2173,1
2174,1
2175,1
2176,2
2177,3
2178,82
2179,1
2180,6
2181,1
2182,1
2183,1
2184,1
2185,2
2186,2
2187,2
2188,1
2189,11
2190,1
2191,12
2192,59
2193,1
2194,36
2195,17
2196,1
2197,14
2198,22
2199,1
2200,1
2201,1
2202,1
2203,1
2204,22
2205,22
2206,23
2207,23
2208,22
2209,1
2210,21
2211,1
2212,1
2213,23
2214,1
2215,4
2216,1
2217,1
2218,1
2219,41
2220,47
2221,1
2222,1
2223,1
2224,4
2225,1
2226,8
2227,1
2228,2
2229,7
2230,10
2231,1
2232,29
2233,23
2234,3
2235,1
2236,4
2237,8
2238,1
2239,11
2240,5
2241,1
2242,9
2243,3
2244,4
2245,1
2246,2
2247,1
2248,1
2249,1
2250,5
2251,4
2252,1
2253,8
2254,1
2255,11
2256,1
2257,14
2258,40
2259,10
2260,1
2261,7
2262,1
2263,2
2264,1
2265,3
2266,1
2267,1
2268,22
2269,1
2270,23
2271,22
2272,21
2273,1
2274,3
2275,4
2276,1
2277,6
2278,23
2279,1
2280,22
2281,1
2282,13
2283,33
2284,5
2285,4
2286,1
2287,1
2288,42
2289,3
2290,1
2291,1
2292,19
2293,83
2294,1
2295,1
2296,5
2297,14
2298,8
2299,1
2300,2
2301,1
2302,13
2303,1
2304,1
2305,2
2306,19
2307,3
2308,1
2309,3
2310,14
2311,1
2312,1
2313,1
2314,3
2315,1
2316,3
2317,1
2318,1
2319,1
2320,54
2321,1
2322,1
2323,2
2324,1
2325,10
2326,1
2327,1
2328,1
2329,3
2330,45
2331,2
2332,14
2333,2
2334,5
2335,5
2336,1
2337,23
2338,1
2339,8
2340,1
2341,1
2342,1
2343,1
2344,22
2345,23
2346,23
2347,22
2348,3
2349,1
2350,3
2351,19
2352,23
2353,22
2354,1
2355,1
2356,66
2357,1
2358,1
2359,66
2360,1
2361,1
2362,1
2363,3
2364,1
2365,6
2366,4
2367,3
2368,1
2369,78
2370,1
2371,2
2372,6
2373,7
2374,7
2375,84
2376,1
2377,1
2378,1
2379,84
2380,1
2381,1
2382,1
2383,93
2384,1
2385,1
2386,91
2387,1
2388,1
2389,1
2390,7
2391,3
2392,1
2393,1
2394,1
2395,20
2396,1
2397,1
2398,22
2399,1
2400,1
2401,1
2402,1
2403,1
2404,3
2405,52
2406,1
2407,2
2408,1
2409,3
2410,4
2411,2
2412,1
2413,22
2414,23
2415,1
2416,1
2417,1
2418,48
2419,1
2420,1
2421,1
2422,1
2423,15
2424,1
2425,5
2426,2
2427,40
2428,6
2429,1
2430,1
2431,14
2432,89
2433,3
2434,1
2435,1
2436,1
2437,1
2438,19
2439,3
2440,2
2441,1
2442,1
2443,1
2444,1
2445,3
2446,4
2447,42
2448,1
2449,1
2450,1
2451,1
2452,2
2453,2
2454,1
2455,2
2456,29
2457,19
2458,1
2459,21
2460,1
2461,1
2462,60
2463,1
2464,1
2465,1
2466,1
2467,1
2468,1
2469,1
2470,1
2471,4
2472,1
2473,2
2474,7
2475,40
2476,1
2477,5
2478,11
2479,1
2480,15
2481,1
2482,1
2483,1
2484,3
2485,5
2486,2
2487,5
2488,13
2489,2
2490,1
2491,2
2492,5
2493,1
2494,1
2495,11
2496,3
2497,1
2498,2
2499,1
2500,44
2501,18
2502,1
2503,10
2504,1
2505,2
2506,1
2507,7
2508,1
2509,1
2510,2
2511,1
2512,3
2513,50
2514,1
2515,13
2516,1
2517,1
2518,1
2519,2
2520,1
2521,1
2522,1
2523,2
2524,1
2525,22
2526,1
2527,2
2528,6
2529,79
2530,1
2531,1
2532,1
2533,10
2534,1
2535,23
2536,8
2537,5
2538,1
2539,1
2540,2
2541,9
2542,1
2543,14
2544,10
2545,1
2546,1
2547,1
2548,1
2549,1
2550,3
2551,8
2552,1
2553,1
2554,14
2555,8
2556,1
2557,62
2558,31
2559,23
2560,3
2561,5
2562,4
2563,1
2564,1
2565,2
2566,33
2567,1
2568,1
2569,22
2570,5
2571,22
2572,22
2573,1
2574,1
2575,22
2576,22
2577,1
2578,1
2579,1
2580,1
2581,1
2582,10
2583,1
2584,2
2585,23
2586,1
2587,7
2588,84
2589,1
2590,1
2591,1
2592,1
2593,19
2594,22
2595,1
2596,14
2597,5
2598,80
2599,2
2600,1
2601,2
2602,1
2603,1
2604,9
2605,1
2606,1
2607,1
2608,22
2609,1
2610,20
2611,1
2612,1
2613,1
2614,2
2615,1
2616,1
2617,2
2618,3
2619,1
2620,1
2621,1
2622,1
2623,8
2624,11
2625,2
2626,22
2627,1
2628,1
2629,46
2630,14
2631,28
2632,2
2633,2
2634,1
2635,1
2636,14
2637,2
2638,32
2639,2
2640,1
2641,9
2642,1
2643,1
2644,15
2645,1
2646,2
2647,1
2648,54
2649,1
2650,10
2651,2
2652,13
2653,1
2654,2
2655,1
2656,2
2657,1
2658,1
2659,1
2660,8
2661,1
2662,1
2663,42
2664,1
2665,10
2666,23
2667,1
2668,1
2669,1
2670,21
2671,4
2672,4
2673,1
2674,1
2675,14
2676,1
2677,19
2678,27
2679,1
2680,13
2681,33
2682,1
2683,1
2684,1
2685,5
2686,3
2687,1
2688,18
2689,1
2690,3
2691,23
2692,1
2693,19
2694,1
2695,2
2696,1
2697,12
2698,1
2699,1
2700,66
2701,3
2702,18
2703,2
2704,1
2705,10
2706,1
2707,2
2708,2
2709,1
2710,8
2711,21
2712,46
2713,8
2714,3
2715,1
2716,1
2717,2
2718,2
2719,1
2720,1
2721,1
2722,2
2723,1
2724,4
2725,1
2726,1
2727,44
2728,3
2729,11
2730,1
2731,1
2732,1
2733,2
2734,2
2735,1
2736,1
2737,1
2738,8
2739,2
2740,1
2741,73
2742,5
2743,1
2744,1
2745,18
2746,2
2747,1
2748,1
2749,22
2750,2
2751,10
2752,73
2753,1
2754,7
2755,2
2756,2
2757,48
2758,1
2759,1
2760,23
2761,1
2762,1
2763,21
2764,1
2765,1
2766,1
2767,7
2768,1
2769,1
2770,1
2771,1
2772,8
2773,6
2774,14
2775,2
2776,2
2777,75
2778,3
2779,2
2780,1
2781,1
2782,38
2783,1
2784,4
2785,1
2786,21
2787,1
2788,1
2789,21
2790,1
2791,1
2792,1
2793,1
2794,1
2795,91
2796,5
2797,3
2798,51
2799,1
2800,1
2801,93
2802,6
2803,7
2804,1
2805,21
2806,1
2807,8
2808,1
2809,1
2810,4
2811,2
2812,2
2813,13
2814,1
2815,51
2816,3
2817,1
2818,2
2819,1
2820,11
2821,33
2822,1
2823,13
2824,1
2825,13
2826,2
2827,3
2828,82
2829,1
2830,1
2831,92
2832,1
2833,1
2834,89
2835,3
2836,1
2837,1
2838,1
2839,1
2840,1
2841,2
2842,1
2843,1
2844,1
2845,2
2846,10
2847,1
2848,1
2849,20
2850,1
2851,1
2852,1
2853,1
2854,39
2855,42
2856,19
2857,91
2858,1
2859,94
2860,1
2861,1
2862,1
2863,3
2864,80
2865,1
2866,6
2867,2
2868,1
2869,7
2870,2
2871,1
2872,1
2873,81
2874,5
2875,94
2876,1
2877,1
2878,1
2879,1
2880,1
2881,2
2882,2
2883,2
2884,1
2885,11
2886,31
2887,63
2888,1
2889,36
2890,17
2891,2
2892,2
2893,3
2894,80
2895,2
2896,1
2897,6
2898,1
2899,5
2900,1
2901,14
2902,23
2903,3
2904,1
2905,4
2906,1
2907,19
2908,39
2909,1
2910,1
2911,4
2912,1
2913,1
2914,1
2915,2
2916,1
2917,1
2918,38
2919,1
2920,1
2921,2
2922,1
2923,6
2924,1
2925,3
2926,2
2927,1
2928,69
2929,1
2930,1
2931,1
2932,66
2933,3
2934,1
2935,6
2936,1
2937,3
2938,1
2939,1
2940,23
2941,1
2942,7
2943,7
2944,84
2945,1
2946,1
2947,84
2948,1
2949,1
2950,1
2951,1
2952,22
2953,3
2954,1
2955,1
2956,7
2957,7
2958,1
2959,1
2960,1
2961,1
2962,45
2963,2
2964,22
2965,1
2966,1
2967,19
2968,1
2969,3
2970,3
2971,5
2972,2
2973,11
2974,1
2975,44
2976,1
2977,1
2978,1
2979,1
2980,1
2981,1
2982,1
2983,3
2984,22
2985,1
2986,3
2987,20
2988,38
2989,7
2990,2
2991,1
2992,1
2993,1
2994,1
2995,22
2996,5
