id,ribotype
1903,"['012', '519', '519', 'StrainCD196', '176', 'CloneB-12', 'CloneA-15']"
1904,['029']
1905,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '542', '542', 'StrainCD196', '434', 'CloneA-15', 'CloneB-11']"
1906,['001']
1907,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1908,"['247', '247']"
1909,['CloneA-6']
1910,"['012', '519', '519', '444', 'StrainCD196', '176', 'CloneAT-16', 'CloneAT-7', 'CloneAT-8', 'CloneA-15']"
1911,['542']
1912,"['027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '251', '251', '434', '434', '441', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', 'AI-56', '045/1', 'Strain027', 'AI5', 'CloneB-14', 'CloneA-6', '078', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-9', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneB-11']"
1913,"['012', '027', '029', '029', '033', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1914,['063/1']
1915,['029']
1916,['029']
1917,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1918,"['012', '027', '029', '033', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1919,['524']
1920,"['542', '542']"
1921,['Strain630']
1922,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1923,"['012', '027', '029', '033', '063/1', '126', '247', '434', '441/3', '444', '519', '524', 'Strain630', '029', '029', '033', '033', '033', '033', '045/1', '063/1', '063/1', '078/4', '078ecdc', '126', '247', '251', '251', '441', 'StrainCD196', 'StrainCD196', '078', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1924,"['063', '444']"
1925,"['012', '029', '029', '434', '434', '444', '484', '519', '519', '524', '542', '542', 'Strain630', '012', '012', '012', '029', '029', '033', '045/1', '045', '066', '066/2', '066/2', '066', '078/4', '441', '444', '484', '519', '519', '524', '542', '542', '542', '542', 'StrainCD196', 'StrainCD196', 'Strain027', 'AI5', '078', 'CloneAT-16', 'CloneAT-3', '001', 'CloneAT-9', 'CloneAT-8', 'CloneAT-12', 'CloneA-15', 'CloneB-11']"
1926,"['063/1', '126', '247', '441/3', 'StrainCD196', '012', '012', '012', '012', '012', '029', '029', '033', '045', '063', '063', '063/1', '063/1', '066/2', '066', '251', '251', '434', '441', '444', '484', '524', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-1']"
1927,"['033', '033', '033', '078/4', '126']"
1928,"['CloneAT-11', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1929,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1930,['CloneAT-7']
1931,"['027', '063/1', '126', '441/3', '012', '045/1', '066', '251', '441', '519', '542', 'CloneA-6', '078', 'CloneAT-7']"
1932,"['484', '484']"
1933,"['012', '029', '444', '519', '542', 'Strain630', '012', '012', '012', '029', '029', '029', '063', '063', '063', '247', '247', '434', '441', '444', '444', '444', '542', '542', 'AI-56', 'Strain027', '176', 'CloneB-12', 'CloneAT-11', '001', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1934,['029']
1935,"['441/3', '012', '247', '519', '524', '542', 'StrainCD196', 'StrainCD196', 'CloneAT-8']"
1936,['045/1']
1937,['444']
1938,"['033', '063/1', '126', '247', '434', '444', '484', 'CloneA-15', 'CloneB-11']"
1939,['251']
1940,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1941,"['027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', '045/1', 'Strain027', 'AI5', 'CloneB-14', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneAT-17', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneB-11']"
1942,['StrainCD196']
1943,['542']
1944,['484']
1945,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', 'AI-56', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1946,['StrainCD196']
1947,['542']
1948,['033']
1949,['029']
1950,['542']
1951,"['012', '027', '029', '029', '434', '441/3', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001']"
1952,['029']
1953,['542']
1954,"['012', '027', '029', '441/3', 'Strain630', 'StrainCD196']"
1955,"['434', '519', '519', '524', '542', '542', '001']"
1956,"['033', '063/1', '126', '444', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045', '063', '063', '063', '063/1', '066/2', '247', '247', '247', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1957,"['012', '027', '029', '029', '247', '434', '434', '441/3', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '045/1', '063/1', '066', '066/2', '066', '078/4', '078ecdc', '126', '251', '251', '045/1', '078', '001', 'CloneA-15', 'CloneB-11']"
1958,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1959,['247']
1960,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1961,['063/1']
1962,"['029', '434', '434', '441/3', '519', '524', '542', '542', 'Strain630', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1963,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1964,['CloneAT-11']
1965,['484']
1966,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1967,['Strain630']
1968,"['029', '434', '434', '441/3', '519', '524', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1969,['524']
1970,"['012', '027', '029', '033', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1971,['063/1']
1972,['029']
1973,['444']
1974,"['441/3', '444']"
1975,['063/1']
1976,"['033', '033', '033', '045/1', '066/2', '066', '078/4', '078ecdc', '126', '251', '045/1', '078']"
1977,['StrainCD196']
1978,['CloneAT-11']
1979,"['012', '519', '519', 'StrainCD196', '176', 'CloneB-12', 'CloneA-15']"
1980,['029']
1981,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1982,['029']
1983,"['StrainCD196', '524', '542', 'CloneB-14']"
1984,"['012', '027', '029', '029', '063/1', '126', '441/3', '444', '484', '519', '542', 'Strain630', '012', '012', '012', '012', '029', '029', '029', '045/1', '063', '063', '063', '066', '247', '247', '247', '251', '434', '441', '444', '444', '444', '484', '519', '519', '524', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', 'Strain027', '176', 'CloneA-6', '078', 'CloneB-12', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1985,"['029', '029', '247', '434', '519', '519', '524', '542', '542', '012', '033', '033', '033', '033', '045/1', '063/1', '066', '078/4', '126', '251', '045/1', '078', '001', 'CloneA-15', 'CloneB-11']"
1986,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '029', '033', '045', '063', '063', '063/1', '066', '066/2', '078ecdc', '247', '247', '247', '247', '251', '434', '434', '444', '444', '519', '519', '519', '524', '542', '542', '542', 'StrainCD196', 'StrainCD196', 'Strain027', 'AI5', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1987,"['542', 'Strain630', '012', '029', '033', '033', '033', '063/1', '063/1', '066/2', '066', '078/4', '251', '251', '524', '045/1', 'AI5', '078']"
1988,"['012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '045', '063', '063', '063', '066', '066/2', '247', '247', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1989,['001']
1990,['126']
1991,['CloneA-15']
1992,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneB-11']"
1993,"['434', '434']"
1994,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', 'AI-56', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1995,"['029', '524', 'Strain630']"
1996,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '542', '542', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1997,['078']
1998,['542']
1999,"['012', '027', '029', '033', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '542', '542', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
2000,"['029', '524', 'Strain630']"
2001,"['434', '434']"
2002,"['012', '519', '519', 'StrainCD196', '176', 'CloneB-12', 'CloneA-15']"
2003,"['027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', '045/1', 'Strain027', 'AI5', 'CloneB-14', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneAT-17', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneB-11']"
2004,['247']
2005,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '519', '519', '524', 'Strain630', '012', '012', '012', '029', '029', '029', '033', '033', '033', '033', '045/1', '063', '063', '063', '063/1', '063/1', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '434', '441', '444', '444', '444', '519', '519', '519', '524', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
2006,['063/1']
2007,['247']
2008,"['012', '027', '029', '033', '063/1', '126', '434', '434', '444', '519', '519', '524', 'Strain630', '012', '012', '012', '029', '029', '029', '033', '033', '033', '033', '045/1', '063', '063', '063/1', '063/1', '066', '078/4', '078ecdc', '126', '247', '247', '251', '434', '441', '444', '444', '519', '519', '519', '524', '542', '542', '542', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', '078', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
2009,"['441/3', '247']"
2010,['247']
2011,['519']
2012,"['441/3', 'StrainCD196', '029', '063', '063', '444', 'AI-56', '045/1', 'CloneAT-17', 'CloneAT-9']"
2013,"['063', '444']"
2014,['CloneAT-7']
2015,"['012', '029', '029', '434', '434', '444', '484', '519', '524', '542', 'Strain630', '012', '012', '012', '012', '029', '033', '045/1', '045', '066', '066/2', '066/2', '066', '078/4', '247', '251', '434', '441', '444', '484', '519', '519', '524', '542', '542', '542', '542', 'StrainCD196', 'StrainCD196', 'Strain027', 'AI5', '078', 'CloneAT-16', 'CloneAT-3', '001', 'CloneAT-9', 'CloneAT-8', 'CloneAT-12', 'CloneA-15', 'CloneB-11']"
2016,"['029', '251']"
2017,['029']
2018,"['029', '434', '434', '441/3', '519', '524', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
2019,"['542', '542', 'Strain630']"
2020,"['434', '063', '444']"
2021,"['029', '434', '434', '441/3', '519', '524', '542', '542', 'Strain630', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
2022,"['012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '063', '063', '063', '063/1', '063/1', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
2023,['CloneAT-11']
2024,"['063/1', '066', '251', '045/1', '078']"
2025,"['063', '063', '444', '444', 'AI-56']"
2026,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063/1', '066', '066/2', '066/2', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '434', '434', '441', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'StrainCD196', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
2027,"['012', '027', '033', '063/1', '126', '247', '434', '444', '484', '519', '542', '012', '012', '012', '029', '033', '033', '033', '033', '045/1', '045', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '251', '251', '434', '484', '542', '542', '542', '045/1', 'CloneB-14', '078', 'CloneAT-7', 'CloneAT-8']"
2028,"['029', '029', '434', '441/3', '524', '542', 'Strain630', 'StrainCD196', '012', '012', '029', '029', '029', '063', '063', '063', '247', '247', '247', '247', '434', '441', '444', '444', '444', '519', '519', '519', '524', '524', '524', '542', 'AI-56', 'StrainCD196', 'StrainCD196', 'Strain027', 'AI5', '176', 'CloneA-6', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-9', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
2029,['012']
2030,['519']
2031,['063/1']
2032,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
2033,"['033', '033', '033', '078/4', '126']"
2034,['CloneAT-11']
2035,"['CloneAT-11', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
2036,"['247', '444']"
2037,"['063/1', '126', '247', '441/3', 'StrainCD196', '012', '012', '012', '012', '012', '029', '029', '033', '045', '063', '063', '063/1', '063/1', '066/2', '066', '247', '251', '251', '434', '441', '444', '484', '524', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-1']"
2038,"['063', '444']"
2039,['484']
2040,"['012', '027', '029', '029', '033', '063/1', '247', '434', '434', '441/3', '444', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
2041,"['029', '434', '434', '441/3', '519', '524', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
2042,"['542', '542', 'Strain630']"
2043,"['012', '029', '033', '033', '033', '063/1', '063/1', '066/2', '066', '078/4', '251', '251', '045/1', 'AI5', '078']"
2044,"['542', 'Strain630']"
2045,['524']
2046,['484']
2047,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
2048,['066']
2049,['519']
2050,"['045', '066', '066/2']"
2051,['CloneAT-7']
2052,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
2053,['029']
2054,['012']
2055,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
2056,"['033', '063/1', '126', '444', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045', '063', '063', '063', '063/1', '066/2', '247', '247', '247', '247', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
2057,['CloneB-14']
2058,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
2059,['CloneA-6']
2060,['CloneAT-11']
2061,"['012', '519', '519', 'StrainCD196', '176', 'CloneB-12', 'CloneA-15']"
2062,['StrainCD196']
2063,"['027', '029', '029', '033', '063/1', '126', '247', '434', '441/3', '444', '484', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', '045/1', 'Strain027', 'AI5', 'CloneB-14', '078', 'CloneAT-16', 'CloneAT-3', 'CloneAT-17', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneB-11']"
2064,"['434', '063', '444']"
2065,"['012', '441']"
2066,['484']
2067,['CloneAT-7']
2068,['251']
2069,"['012', '029', '029', '434', '434', '444', '484', '519', '524', '542', 'Strain630', '012', '012', '012', '012', '029', '033', '045/1', '045', '066', '066/2', '066/2', '066', '078/4', '247', '434', '441', '444', '484', '519', '519', '524', '542', '542', '542', '542', 'StrainCD196', 'StrainCD196', 'Strain027', 'AI5', '078', 'CloneAT-16', 'CloneAT-3', '001', 'CloneAT-9', 'CloneAT-8', 'CloneAT-12', 'CloneA-15', 'CloneB-11']"
2070,"['029', '251']"
2071,"['519', '063', '444']"
2072,"['012', '027', '029', '029', '247', '434', '434', '441/3', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '045/1', '063/1', '066', '066/2', '066', '078/4', '078ecdc', '126', '251', '251', '045/1', '078', '001', 'CloneA-15', 'CloneB-11']"
2073,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
2074,['CloneAT-11']
2075,"['012', '027', '029', '434', '441/3', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001']"
2076,"['033', '063/1', '126', '247', '434', '444', '484', 'CloneA-15', 'CloneB-11']"
