id,ribotype
945,['CloneAT-11']
946,['AI5']
947,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '519', '519', '524', 'Strain630', '012', '012', '029', '029', '029', '033', '033', '033', '033', '045/1', '063', '063', '063', '063/1', '063/1', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '434', '441', '444', '444', '444', '519', '519', '519', '524', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
948,['542']
949,['078']
950,"['063', '001']"
951,"['012', '027', '029', '033', '063/1', '126', '247', '434', '441/3', '444', '519', '524', 'Strain630', '012', '012', '012', '029', '029', '033', '033', '033', '033', '045/1', '063', '063', '063/1', '063/1', '066', '078/4', '078ecdc', '126', '247', '247', '247', '251', '434', '441', '444', '519', '519', '519', '524', '542', '542', '542', 'StrainCD196', 'StrainCD196', 'Strain027', '078', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
952,"['063', '444', 'AI-56']"
953,"['029', '434', '434', '441/3', '519', '524', '542', '542', 'Strain630', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
954,"['029', '434', '434', '441/3', '519', '524', '542', '542', 'Strain630', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
955,"['012', '029', '434', '434', '441/3', '444', '484', '519', '524', '542', 'StrainCD196', '012', '012', '012', '029', '029', '029', '033', '045/1', '045', '063', '063', '066', '066/2', '066/2', '066', '078/4', '247', '251', '251', '434', '441', '444', '444', '444', '484', '519', '519', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', '078', 'CloneAT-16', 'CloneAT-3', 'CloneAT-17', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-12', 'CloneA-15', 'CloneB-11']"
956,['029']
957,['126']
958,"['434', '519']"
959,"['434', '519', '542', '542', '029', '444']"
960,"['063/1', '126', '247', '012', '012', '012', '012', '012', '029', '033', '033', '033', '033', '045', '063/1', '063/1', '066/2', '066', '078/4', '126', '247', '247', '251', '251', '434', '441', '444', '484', '524', '542', '542', 'StrainCD196', 'StrainCD196', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-11', 'CloneAT-7', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
961,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
962,"['434', '063', '444']"
963,"['027', '029', '029', '033', '063/1', '126', '247', '434', '441/3', '444', '484', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', '045/1', 'Strain027', 'AI5', 'CloneB-14', '078', 'CloneAT-16', 'CloneAT-3', 'CloneAT-17', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneB-11']"
964,"['012', '519', '519', 'StrainCD196', '176', 'CloneB-12', 'CloneA-15']"
965,['CloneA-6']
966,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
967,['542']
968,"['012', '027', '029', '434', '441/3', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001']"
969,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
970,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
971,['CloneA-15']
972,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneB-11']"
973,"['012', '519', '519', 'StrainCD196', '176', 'CloneB-12', 'CloneA-15']"
974,"['434', '063', '444']"
975,['CloneAT-11']
976,['484']
977,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
978,['519']
979,['029']
980,"['519', '063', '444']"
981,"['033', '063/1', '126', '247', '434', '444', '484', 'CloneA-15', 'CloneB-11']"
982,"['126', '434', '519']"
983,['519']
984,['247']
985,"['012', '033', '033', '033', '033', '045/1', '063/1', '066', '078/4', '126', '251', '045/1', '078', 'CloneA-15', 'CloneB-11']"
986,['029']
987,"['012', '027', '029', '033', '063/1', '126', '247', '434', '441/3', '444', '519', '524', 'Strain630', '012', '012', '012', '012', '012', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '441', '444', '444', '519', '519', '519', '524', '542', '542', '542', '542', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
988,['012']
989,['AI5']
990,['542']
991,['027']
992,['066']
993,"['441/3', '247']"
994,['247']
995,"['012', '029', '434', '444', '519', '519', '524', 'Strain630', '012', '012', '012', '029', '029', '033', '033', '033', '033', '045/1', '063', '063', '063', '063/1', '078/4', '078ecdc', '126', '247', '247', '251', '434', '441', '444', '444', '444', '519', '519', '519', '524', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', '078', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
996,"['033', '063/1', '126']"
997,"['033', '063/1', '126']"
998,"['029', '434', '434', '441/3', '519', '524', '542', '542', 'Strain630', '029', '444', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
999,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1000,['001']
1001,['063/1']
1002,"['484', '484']"
1003,"['012', '434', '434', '444', '519', '542', '012', '012', '012', '029', '029', '029', '063', '063', '063', '247', '247', '434', '441', '444', '444', '444', '484', '524', '542', '542', 'AI-56', 'Strain027', '176', 'CloneB-12', 'CloneAT-11', '001', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1004,"['029', 'Strain630']"
1005,['029']
1006,"['029', '434', '434', '441/3', '519', '524', '542', '542', 'Strain630', '029', '444', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1007,"['441/3', 'StrainCD196', '012', '247', '519', '524', '542', 'StrainCD196', 'StrainCD196', 'CloneAT-8']"
1008,"['033', '033', '033', '078/4', '126']"
1009,['519']
1010,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1011,['012']
1012,"['542', '542', 'Strain630']"
1013,"['029', '434', '434', '441/3', '519', '524', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1014,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '251', '251', '434', '441', '444', '444', '444', '484', '519', '519', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1015,['251']
1016,"['029', '434', '434', '441/3', '519', '524', 'Strain630', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1017,"['012', '027', '029', '029', '033', '063/1', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1018,['StrainCD196']
1019,['033']
1020,['126']
1021,['066']
1022,"['Strain630', '029']"
1023,"['012', '012', '012', '012', '029', '063', '063', '063', '247', '247', '247', '434', '434', '444', '444', '519', '519', '519', '524', '524', '542', '542', '542', 'AI-56', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneB-12']"
1024,['247']
1025,['063/1']
1026,"['029', '434', '434', '441/3', '519', '524', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1027,['012']
1028,['045/1']
1029,"['012', '027', '029', '033', '063/1', '247', '434', '441/3', '444', '519', '524', 'Strain630', '012', '029', '029', '029', '033', '033', '033', '033', '045/1', '063', '063', '063/1', '063/1', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '434', '441', '444', '444', '519', '519', '519', '542', '542', '542', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', '078', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1030,"['063/1', '126', '247', '524', '012', '012', '012', '012', '029', '033', '033', '033', '033', '045/1', '045', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '126', '251', '251', '441', '444', '524', '542', '542', '542', '542', 'StrainCD196', 'StrainCD196', '045/1', 'AI5', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneAT-17', 'CloneAT-7', 'CloneAT-9', 'CloneAT-12', 'CloneA-15', 'CloneB-11']"
1031,['012']
1032,['AI5']
1033,['542']
1034,['033']
1035,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1036,['126']
1037,"['CloneAT-11', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1038,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneB-11']"
1039,['CloneA-15']
1040,"['434', '519', '029', '444']"
1041,['StrainCD196']
1042,"['012', '027', '029', '029', '033', '063/1', '247', '434', '434', '441/3', '444', '484', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '045/1', '045', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1043,['012']
1044,['027']
1045,['484']
1046,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '542', '542', 'StrainCD196', 'CloneA-15', 'CloneB-11']"
1047,['StrainCD196']
1048,['012']
1049,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1050,['434']
1051,['029']
1052,"['029', '524', 'Strain630']"
1053,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1054,['066']
1055,"['441/3', '247']"
1056,['247']
1057,"['012', '029', '434', '444', '519', '519', '524', 'Strain630', '012', '012', '012', '029', '029', '029', '033', '033', '033', '033', '045/1', '063', '063', '063', '063/1', '078/4', '078ecdc', '126', '247', '247', '251', '434', '441', '444', '444', '444', '519', '519', '519', '524', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', '078', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1058,['247']
1059,"['033', '063/1', '126']"
1060,['066']
1061,"['045', '066', '066/2']"
1062,['CloneAT-7']
1063,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1064,['029']
1065,['001']
1066,"['029', '524', 'Strain630']"
1067,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '519', '519', '524', 'Strain630', '012', '012', '029', '029', '029', '033', '033', '033', '033', '045/1', '063', '063', '063', '063/1', '063/1', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '434', '441', '444', '444', '444', '519', '519', '519', '524', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1068,['078']
1069,"['063', '001']"
1070,"['012', '029', '434', '434', '441/3', '444', '484', '519', '524', '542', 'StrainCD196', '012', '012', '012', '029', '029', '029', '033', '045/1', '045', '063', '063', '066', '066/2', '066/2', '066', '078/4', '247', '251', '251', '434', '441', '444', '444', '444', '484', '519', '519', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', '078', 'CloneAT-16', 'CloneAT-3', 'CloneAT-17', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-12', 'CloneA-15', 'CloneB-11']"
1071,['029']
1072,"['063/1', '126', '247', '012', '012', '012', '012', '012', '029', '033', '033', '033', '033', '045', '063/1', '063/1', '066/2', '066', '078/4', '126', '247', '247', '251', '251', '434', '441', '444', '484', '524', '542', '542', 'StrainCD196', 'StrainCD196', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-11', 'CloneAT-7', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1073,['CloneAT-11']
1074,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1075,"['029', '434', '434', '441/3', '519', '524', '542', '542', 'Strain630', '029', '444', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1076,['012']
1077,"['CloneAT-11', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1078,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '542', '542', 'StrainCD196', 'CloneA-15', 'CloneB-11']"
1079,['CloneAT-7']
1080,['063/1']
1081,"['012', '027', '029', '029', '033', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1082,['001']
1083,"['029', '524', 'Strain630']"
1084,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1085,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '542', '542', 'StrainCD196', 'CloneA-15', 'CloneB-11']"
1086,['001']
1087,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '542', '542', 'StrainCD196', 'CloneA-15', 'CloneB-11']"
1088,['247']
1089,['444']
1090,"['247', '176']"
1091,"['063/1', '126', '247', '441/3', 'StrainCD196', '012', '012', '012', '012', '012', '029', '029', '033', '045', '063', '063', '063/1', '063/1', '066/2', '066', '251', '251', '434', '441', '444', '484', '524', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-1']"
1092,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1093,['247']
1094,['444']
1095,['251']
1096,['484']
1097,['524']
1098,"['434', '434']"
1099,"['012', '029', '029', '444', '484', '519', '542', 'Strain630', '012', '012', '012', '029', '029', '029', '063', '063', '063', '247', '247', '434', '441', '444', '444', '444', '484', '542', '542', 'AI-56', 'Strain027', '176', 'CloneB-12', 'CloneAT-11', '001', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1100,"['029', '434', '434', '441/3', '519', '524', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1101,"['012', '247', '247', '434', '176']"
1102,"['012', '029', '029', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '033', '033', '045/1', '045', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '251', '251', '434', '441', '444', '444', '484', '519', '519', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1103,"['247', '542']"
1104,"['012', '012', '012', '029', '247', '434', '441', '444', '484', '524', '542', '542', '176', 'CloneB-12', 'CloneAT-11', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1105,['029']
1106,['StrainCD196']
1107,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneA-15', 'CloneB-11']"
1108,['126']
1109,"['012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1110,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1111,"['063', '444', 'AI-56']"
1112,"['063', '444']"
1113,['063/1']
1114,"['029', '434', '434', '441/3', '519', '524', '542', '542', 'Strain630', '029', '444', '542', 'CloneAT-11', '001', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1115,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1116,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1117,"['012', '012', '012', '012', '012', '012', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1118,"['012', '027', '029', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '524', '542', '542', 'Strain630', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1119,['078']
1120,"['012', '027', '029', '033', '063/1', '126', '247', '434', '434', '441/3', '444', '484', '519', '519', '542', '542', 'StrainCD196', '001', 'CloneA-15', 'CloneB-11']"
1121,"['027', '029', '029', '033', '063/1', '126', '247', '434', '441/3', '444', '484', '524', '542', '542', 'Strain630', 'StrainCD196', '012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '045', '063', '063', '063/1', '063/1', '066', '066/2', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', '045/1', 'Strain027', 'AI5', 'CloneB-14', '078', 'CloneAT-16', 'CloneAT-3', 'CloneAT-17', '001', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1', 'CloneB-11']"
1122,"['441/3', 'StrainCD196', '029', '063', '063', '444', '444', 'AI-56', '045/1', 'CloneAT-17', 'CloneAT-9']"
1123,"['012', '029', '029', '434', '434', '444', '484', '519', '524', '542', 'Strain630', '012', '012', '012', '012', '029', '029', '033', '045/1', '045', '066', '066/2', '066/2', '066', '078/4', '247', '251', '251', '434', '441', '444', '484', '519', '519', '524', '542', '542', '542', '542', 'StrainCD196', 'StrainCD196', 'Strain027', 'AI5', '078', 'CloneAT-16', 'CloneAT-3', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-12', 'CloneA-15', 'CloneB-11']"
1124,"['012', '012', '012', '012', '012', '012', '029', '029', '029', '029', '033', '033', '033', '033', '045/1', '063', '063', '063', '063/1', '063/1', '066/2', '066', '078/4', '078ecdc', '126', '247', '247', '247', '247', '251', '251', '434', '434', '441', '444', '444', '444', '484', '519', '519', '519', '524', '524', '524', '542', '542', '542', '542', 'AI-56', 'StrainCD196', 'StrainCD196', '045/1', 'Strain027', 'AI5', 'CloneB-14', '176', 'CloneA-6', '078', 'CloneAT-16', 'CloneAT-3', 'CloneB-12', 'CloneAT-17', 'CloneAT-11', 'CloneAT-7', 'CloneAT-9', 'CloneAT-8', 'CloneAT-14', 'CloneAT-12', 'CloneAT-1']"
1125,"['045', '066', '066/2']"
