"accession","source_code","ribotype"
"ERR3465622","ERR",1
"ERR3465620","ERR",1
"ERR3465616","ERR",1
"ERR3465612","ERR",1
"ERR3465610","ERR",1
"ERR3465603","ERR",1
"ERR3465601","ERR",1
"ERR3465594","ERR",1
"ERR3465593","ERR",1
"ERR3465589","ERR",1
"ERR3465586","ERR",1
"ERR3465585","ERR",1
"ERR3465583","ERR",1
"ERR3465582","ERR",1
"ERR3465576","ERR",1
"ERR3465573","ERR",1
"ERR3465570","ERR",1
"ERR3465560","ERR",1
"ERR3465558","ERR",1
"ERR3465555","ERR",1
"ERR3465549","ERR",1
"ERR3465543","ERR",1
"ERR3465542","ERR",1
"ERR3465541","ERR",1
"ERR3465540","ERR",1
"ERR3465539","ERR",1
"ERR3465537","ERR",1
"ERR3465535","ERR",1
"ERR3465531","ERR",1
"ERR3465529","ERR",1
"ERR3465528","ERR",1
"ERR3465526","ERR",1
"ERR3465520","ERR",1
"ERR3465518","ERR",1
"ERR3465513","ERR",1
"ERR3465512","ERR",1
"ERR3465511","ERR",1
"ERR3465508","ERR",1
"ERR3465505","ERR",1
"ERR3465504","ERR",1
"ERR3465503","ERR",1
"ERR3465502","ERR",1
"ERR3465501","ERR",1
"ERR3465499","ERR",1
"ERR3465498","ERR",1
"ERR3465497","ERR",1
"ERR3465492","ERR",1
"ERR3465491","ERR",1
"ERR3465490","ERR",1
"ERR3465486","ERR",1
"ERR3465485","ERR",1
"ERR3465484","ERR",1
"ERR3465474","ERR",1
"ERR3465468","ERR",1
"ERR3465459","ERR",1
"ERR3465455","ERR",1
"ERR3465449","ERR",1
"ERR3465448","ERR",1
"ERR3465443","ERR",1
"ERR3465442","ERR",1
"ERR3465440","ERR",1
"ERR3465437","ERR",1
"ERR3465434","ERR",1
"ERR3465428","ERR",1
"ERR3465424","ERR",1
"ERR3465423","ERR",1
"ERR3465418","ERR",1
"ERR3465417","ERR",1
"ERR3465416","ERR",1
"ERR3465412","ERR",1
"ERR3465411","ERR",1
"ERR3465410","ERR",1
"ERR3465409","ERR",1
"ERR3465406","ERR",1
"ERR3465401","ERR",1
"ERR3465400","ERR",1
"ERR3465395","ERR",1
"ERR3465394","ERR",1
"ERR3465393","ERR",1
"ERR3465390","ERR",1
"ERR3465389","ERR",1
"ERR3465384","ERR",1
"ERR3465383","ERR",1
"ERR3465377","ERR",1
"ERR3465368","ERR",1
"ERR3465367","ERR",1
"ERR3465365","ERR",1
"ERR3465364","ERR",1
"ERR3465361","ERR",1
"ERR3465360","ERR",1
"ERR3465359","ERR",1
"ERR3465357","ERR",1
"ERR3465355","ERR",1
"ERR3465354","ERR",1
"ERR3465351","ERR",1
"ERR3465350","ERR",1
"ERR3465348","ERR",1
"ERR3465346","ERR",1
"ERR3465342","ERR",1
"ERR3465341","ERR",1
"ERR3465339","ERR",1
"ERR3465337","ERR",1
"SRR6009448","SRR",14
"SRR6009735","SRR",106
"SRR6009277","SRR",27
"SRR6009698","SRR",27
"SRR6009245","SRR",15
"SRR6009299","SRR",2
"SRR6009844","SRR",27
"SRR6009654","SRR",126
"SRR6009454","SRR",23
"SRR6009647","SRR",2
"SRR6009886","SRR",5
"SRR6009590","SRR",27
"SRR6009713","SRR",23
"SRR6009910","SRR",23
"SRR6008980","SRR",13
"SRR6009078","SRR",78
"SRR6009126","SRR",78
"SRR6009311","SRR",5
"SRR6009064","SRR",78
"SRR6009091","SRR",78
"SRR6009346","SRR",2
"SRR6009656","SRR",14
"SRR6009812","SRR",23
"SRR6009246","SRR",1
"SRR6009513","SRR",15
"SRR6009053","SRR",50
"SRR6009300","SRR",2
"SRR6008982","SRR",14
"SRR6009516","SRR",15
"SRR6009834","SRR",2
"SRR6009471","SRR",78
"SRR6009174","SRR",710
"SRR6009461","SRR",1
"SRR6009169","SRR",2
"SRR6009303","SRR",15
"SRR6009231","SRR",78
"SRR6009908","SRR",14
"SRR6009444","SRR",50
"SRR6009267","SRR",14
"SRR6009268","SRR",15
"SRR6009540","SRR",1
"SRR6009807","SRR",17
"SRR6009473","SRR",54
"SRR6009649","SRR",23
"SRR6009858","SRR",70
"SRR6009736","SRR",2
"SRR6009272","SRR",50
"SRR6009392","SRR",50
"SRR6009716","SRR",23
"SRR6009137","SRR",106
"SRR6009879","SRR",3
"SRR6009330","SRR",15
"SRR6009670","SRR",12
"SRR6009290","SRR",15
"SRR6009309","SRR",15
"SRR6009219","SRR",15
"SRR6009348","SRR",20
"SRR6009905","SRR",54
"SRR6009678","SRR",23
"SRR6009088","SRR",26
"SRR6009533","SRR",14
"SRR6009718","SRR",20
"SRR6009865","SRR",11
"SRR6009176","SRR",1
"SRR6009201","SRR",14
"SRR6009714","SRR",14
"SRR6009390","SRR",15
"SRR6009764","SRR",13
"SRR6009708","SRR",15
"SRR6009900","SRR",5
"SRR6009651","SRR",46
"SRR6009452","SRR",5
"SRR6009582","SRR",14
"SRR6009361","SRR",11
"SRR6009319","SRR",23
"SRR6008960","SRR",14
"SRR6009188","SRR",716
"SRR6009146","SRR",14
"SRR6009020","SRR",15
"SRR6009790","SRR",183
"SRR6009639","SRR",93
"SRR6009683","SRR",5
"SRR6009331","SRR",15
"SRR6009537","SRR",2
"SRR6008978","SRR",5
"SRR6009065","SRR",14
"SRR6009362","SRR",295
"SRR6009396","SRR",20
"SRR6009123","SRR",126
"SRR6009276","SRR",26
"SRR6009477","SRR",2
"SRR6009451","SRR",87
"SRR6009519","SRR",14
"SRR6009727","SRR",14
"SRR6009465","SRR",13
"SRR6009482","SRR",5
"SRR6009428","SRR",10
"SRR6009353","SRR",207
"SRR6009287","SRR",669
"SRR6009546","SRR",20
"SRR6009745","SRR",15
"SRR6009113","SRR",14
"SRR6009213","SRR",46
"SRR6009885","SRR",15
"SRR6009909","SRR",39
"SRR6009312","SRR",97
"SRR6009881","SRR",39
"SRR6009622","SRR",10
"SRR6009672","SRR",78
"SRR6009868","SRR",71
"SRR6009663","SRR",11
"SRR6009196","SRR",1
"SRR6009866","SRR",71
"SRR6009653","SRR",20
"SRR6009218","SRR",20
"SRR6009696","SRR",5
"SRR6009008","SRR",26
"SRR6009751","SRR",14
"SRR6008947","SRR",2
"SRR6009204","SRR",23
"SRR6009429","SRR",20
"SRR6009449","SRR",619
"SRR6009511","SRR",14
"SRR6009793","SRR",12
"SRR6009161","SRR",87
"SRR6009305","SRR",26
"SRR6009472","SRR",207
"SRR6009750","SRR",11
"SRR6009022","SRR",17
"SRR6009232","SRR",66
"SRR6009019","SRR",15
"SRR6009822","SRR",9
"SRR6009586","SRR",20
"SRR6009391","SRR",51
"SRR6009484","SRR",15
"SRR6009730","SRR",39
"SRR6009338","SRR",31
"SRR6009839","SRR",39
"SRR6009376","SRR",26
"SRR6009359","SRR",26
"SRR6009605","SRR",15
"SRR6009719","SRR",50
"SRR6009090","SRR",718
"SRR6009282","SRR",14
"SRR6009787","SRR",70
"SRR6009732","SRR",10
"SRR6009375","SRR",20
"SRR6009288","SRR",5
"SRR6008967","SRR",3
"SRR6009354","SRR",38
"SRR6009755","SRR",2
"SRR6009370","SRR",10
"SRR6009571","SRR",1
"SRR6009173","SRR",15
"SRR6009841","SRR",20
"SRR6009699","SRR",5
"SRR6009809","SRR",81
"SRR6009241","SRR",15
"SRR6009295","SRR",39
"SRR6009025","SRR",1
"SRR6009081","SRR",31
"SRR6009133","SRR",1
"SRR6009275","SRR",10
"SRR6009139","SRR",39
"SRR6009625","SRR",31
"SRR6009148","SRR",15
"SRR6009291","SRR",14
"SRR6009236","SRR",20
"SRR6009400","SRR",2
"SRR6009315","SRR",2
"SRR6009058","SRR",15
"SRR6009153","SRR",26
"SRR6009528","SRR",14
"SRR6009890","SRR",78
"SRR6009372","SRR",17
"SRR6009257","SRR",26
"SRR6009077","SRR",248
"SRR6009875","SRR",46
"SRR6009901","SRR",39
"SRR6009220","SRR",78
"SRR6009108","SRR",5
"SRR6009274","SRR",50
"SRR6009642","SRR",56
"SRR6009565","SRR",18
"SRR6009457","SRR",26
"SRR6009395","SRR",20
"SRR6008958","SRR",20
"SRR6009205","SRR",78
"SRR6009817","SRR",13
"SRR6009518","SRR",81
"SRR6009578","SRR",78
"SRR6009825","SRR",378
"SRR6009373","SRR",78
"SRR6009343","SRR",20
"SRR6009845","SRR",12
"SRR6009636","SRR",5
"SRR6009562","SRR",27
"SRR6009558","SRR",23
"SRR6009854","SRR",2
"SRR6008983","SRR",1
"SRR6009118","SRR",5
"SRR6009500","SRR",1
"SRR6009430","SRR",1
"SRR6009087","SRR",14
"SRR6009763","SRR",87
"SRR6009414","SRR",20
"SRR6009222","SRR",1
"SRR6009122","SRR",14
"SRR6009055","SRR",1
"SRR6009741","SRR",1
"SRR6009852","SRR",14
"SRR6009157","SRR",29
"SRR6009623","SRR",14
"SRR6009208","SRR",23
"SRR6009063","SRR",14
"SRR6009294","SRR",14
"SRR6009682","SRR",126
"SRR6009754","SRR",54
"SRR6009541","SRR",126
"SRR6009029","SRR",2
"SRR6009551","SRR",2
"SRR6009265","SRR",23
"SRR6009778","SRR",207
"SRR6009895","SRR",220
"SRR6009401","SRR",14
"SRR6009199","SRR",78
"SRR6009181","SRR",14
"SRR6009779","SRR",248
"SRR6009438","SRR",2
"SRR6009783","SRR",5
"SRR6009249","SRR",2
"SRR6009492","SRR",1
"SRR6009848","SRR",5
"SRR6009913","SRR",20
"SRR6009175","SRR",1
"SRR6009283","SRR",5
"SRR6009035","SRR",78
"SRR6009324","SRR",15
"SRR6009907","SRR",78
"SRR6009588","SRR",2
"SRR6009297","SRR",12
"SRR6009106","SRR",27
"SRR6009278","SRR",5
"SRR6009667","SRR",2
"SRR6009284","SRR",23
"SRR6009782","SRR",15
"SRR6009371","SRR",26
"SRR6009669","SRR",1
"SRR6009655","SRR",5
"SRR6009244","SRR",87
"SRR6009496","SRR",724
"SRR6009023","SRR",13
"SRR6009832","SRR",14
"SRR6009576","SRR",26
"SRR6009506","SRR",395
"SRR6009171","SRR",78
"SRR6009641","SRR",20
"SRR6009618","SRR",20
"SRR6009024","SRR",106
"SRR6008986","SRR",27
"SRR6009739","SRR",2
"SRR6009476","SRR",15
"SRR6009115","SRR",27
"SRR6009872","SRR",20
"SRR6009747","SRR",126
"SRR6009263","SRR",20
"SRR6009364","SRR",2
"SRR6009042","SRR",5
"SRR6009616","SRR",5
"SRR6009403","SRR",50
"SRR6009374","SRR",5
"SRR6009271","SRR",78
"SRR6009259","SRR",26
"SRR6009893","SRR",15
"SRR6008953","SRR",20
"SRR6009017","SRR",20
"SRR6009012","SRR",719
"SRR6009047","SRR",23
"SRR6009765","SRR",14
"SRR6009681","SRR",5
"SRR6009601","SRR",2
"SRR6009738","SRR",62
"SRR6009180","SRR",14
"SRR6009873","SRR",126
"SRR6009152","SRR",20
"SRR6009416","SRR",23
"SRR6009345","SRR",9
"SRR6009837","SRR",57
"SRR6009147","SRR",38
"SRR6009216","SRR",39
"SRR6008965","SRR",10
"SRR6009056","SRR",29
"SRR6009242","SRR",9
"SRR6008963","SRR",20
"SRR6009903","SRR",15
"SRR6009797","SRR",22
"SRR6009382","SRR",11
"SRR6009604","SRR",5
"SRR6009674","SRR",46
"SRR6009074","SRR",15
"SRR6009168","SRR",20
"SRR6009632","SRR",39
"SRR6009720","SRR",78
"SRR6009731","SRR",2
"SRR6009098","SRR",15
"SRR6008948","SRR",2
"SRR6009103","SRR",14
"SRR6009585","SRR",15
"SRR6009756","SRR",126
"SRR6009847","SRR",14
"SRR6009398","SRR",5
"SRR6009350","SRR",11
"SRR6009415","SRR",14
"SRR6009505","SRR",5
"SRR6009746","SRR",84
"SRR6009203","SRR",20
"SRR6009135","SRR",78
"SRR6009165","SRR",11
"SRR6009336","SRR",2
"SRR6009251","SRR",12
"SRR6009032","SRR",76
"SRR6009469","SRR",5
"SRR6009033","SRR",12
"SRR6009664","SRR",14
"SRR6009207","SRR",20
"SRR6009717","SRR",14
"SRR6009136","SRR",39
"SRR6009570","SRR",14
"SRR6009734","SRR",11
"SRR6009591","SRR",23
"SRR6009883","SRR",18
"SRR6009459","SRR",2
"SRR6009243","SRR",12
"SRR6009018","SRR",13
"SRR6009028","SRR",18
"SRR6009620","SRR",39
"SRR6009538","SRR",14
"SRR6009304","SRR",13
"SRR6009614","SRR",78
"SRR6009034","SRR",2
"SRR6009470","SRR",46
"SRR6009100","SRR",39
"SRR6009773","SRR",14
"SRR6009049","SRR",78
"SRR6009356","SRR",15
"SRR6009314","SRR",13
"SRR6009838","SRR",707
"SRR6009628","SRR",23
"SRR6009548","SRR",78
"SRR6009202","SRR",5
"SRR6009549","SRR",56
"SRR6009818","SRR",11
"SRR6009843","SRR",14
"SRR6009341","SRR",11
"SRR6008996","SRR",20
"SRR6009597","SRR",20
"SRR6009084","SRR",66
"SRR6009629","SRR",83
"SRR6009917","SRR",15
"SRR6009802","SRR",39
"SRR6008951","SRR",15
"SRR6009752","SRR",81
"SRR6009857","SRR",14
"SRR6009808","SRR",664
"SRR6009815","SRR",14
"SRR6009292","SRR",18
"SRR6009743","SRR",12
"SRR6009197","SRR",2
"SRR6009503","SRR",27
"SRR6009424","SRR",20
"SRR6009889","SRR",18
"SRR6009703","SRR",78
"SRR6009661","SRR",46
"SRR6009407","SRR",78
"SRR6009607","SRR",81
"SRR6009810","SRR",46
"SRR6009532","SRR",22
"SRR6009381","SRR",52
"SRR6009357","SRR",23
"SRR6009715","SRR",14
"SRR6009568","SRR",706
"SRR6009044","SRR",14
"SRR6009643","SRR",598
"SRR6009687","SRR",387
"SRR6009069","SRR",207
"SRR6009006","SRR",5
"SRR6009635","SRR",23
"SRR6009915","SRR",12
"SRR6009261","SRR",351
"SRR6009450","SRR",5
"SRR6009483","SRR",2
"SRR6009724","SRR",3
"SRR6009646","SRR",2
"SRR6009206","SRR",14
"SRR6008945","SRR",27
"SRR6009526","SRR",76
"SRR6009002","SRR",50
"SRR6009054","SRR",174
"SRR6009543","SRR",14
"SRR6009355","SRR",26
"SRR6008997","SRR",13
"SRR6009460","SRR",57
"SRR6009686","SRR",2
"SRR6009542","SRR",2
"SRR6009340","SRR",78
"SRR6009813","SRR",1
"SRR6009307","SRR",15
"SRR6009212","SRR",11
"SRR6009828","SRR",11
"SRR6009129","SRR",54
"SRR6009039","SRR",15
"SRR6009266","SRR",21
"SRR6009692","SRR",14
"SRR6009916","SRR",295
"SRR6009080","SRR",2
"SRR6009559","SRR",295
"SRR6009339","SRR",78
"SRR6009110","SRR",11
"SRR6009593","SRR",20
"SRR6009269","SRR",15
"SRR6009517","SRR",14
"SRR6009388","SRR",11
"SRR6009892","SRR",15
"SRR6009227","SRR",20
"SRR6009702","SRR",20
"SRR6009490","SRR",705
"SRR6009777","SRR",46
"SRR6009612","SRR",14
"SRR6008972","SRR",20
"SRR6009273","SRR",56
"SRR6009803","SRR",5
"SRR6009846","SRR",3
"SRR6008957","SRR",15
"SRR6009826","SRR",15
"SRR6009514","SRR",5
"SRR6009515","SRR",15
"SRR6009160","SRR",76
"SRR6009191","SRR",20
"SRR6009762","SRR",39
"SRR6009436","SRR",20
"SRR6009784","SRR",2
"SRR6009399","SRR",126
"SRR6009413","SRR",10
"SRR6009093","SRR",26
"SRR6009075","SRR",39
"SRR6009596","SRR",14
"SRR6009125","SRR",20
"SRR6009159","SRR",5
"SRR6009302","SRR",14
"SRR6009149","SRR",17
"SRR6009270","SRR",39
"SRR6009264","SRR",14
"SRR6008968","SRR",14
"SRR6009531","SRR",216
"SRR6009443","SRR",18
"SRR6009785","SRR",2
"SRR6009789","SRR",15
"SRR6009850","SRR",14
"SRR6009005","SRR",5
"SRR6009684","SRR",10
"SRR6009567","SRR",78
"SRR6009633","SRR",12
"SRR6009240","SRR",71
"SRR6009823","SRR",76
"SRR6009386","SRR",14
"SRR6009393","SRR",5
"SRR6009060","SRR",71
"SRR6009121","SRR",5
"SRR6009120","SRR",20
"SRR6009816","SRR",39
"SRR6009366","SRR",10
"SRR6008993","SRR",15
"SRR6009177","SRR",14
"SRR6009253","SRR",5
"SRR6009102","SRR",5
"SRR6009769","SRR",39
"SRR6009758","SRR",14
"SRR6009001","SRR",39
"SRR6009057","SRR",2
"SRR6009759","SRR",35
"SRR6009085","SRR",51
"SRR6009693","SRR",175
"SRR6009502","SRR",5
"SRR6009145","SRR",5
"SRR6009141","SRR",10
"SRR6009050","SRR",39
"SRR6009912","SRR",17
"SRR6009849","SRR",293
"SRR6009313","SRR",59
"SRR6009774","SRR",56
"SRR6009876","SRR",175
"SRR6009621","SRR",5
"SRR6008987","SRR",18
"SRR6008981","SRR",59
"SRR6009130","SRR",114
"SRR6009380","SRR",619
"SRR6009422","SRR",15
"SRR6009592","SRR",23
"SRR6009705","SRR",54
"SRR6009510","SRR",17
"SRR6009384","SRR",51
"SRR6009595","SRR",51
"SRR6009258","SRR",12
"SRR6009262","SRR",12
"SRR6009329","SRR",12
"SRR6009509","SRR",23
"SRR6009679","SRR",39
"SRR6009194","SRR",23
"SRR6009887","SRR",619
"SRR6009387","SRR",39
"SRR6009851","SRR",53
"SRR6009185","SRR",3
"SRR6009723","SRR",39
"SRR6008964","SRR",20
"SRR6009172","SRR",14
"SRR6009626","SRR",5
"SRR6009580","SRR",39
"SRR6009638","SRR",26
"SRR6008985","SRR",20
"SRR6009891","SRR",5
"SRR6009572","SRR",10
"SRR6009298","SRR",10
"SRR6009489","SRR",39
"SRR6009902","SRR",14
"SRR6009688","SRR",2
"SRR6009617","SRR",50
"SRR6008946","SRR",15
"SRR6009143","SRR",56
"SRR6009481","SRR",619
"SRR6009327","SRR",39
"SRR6009365","SRR",87
"SRR6009439","SRR",14
"SRR6009379","SRR",39
"SRR6009068","SRR",17
"SRR6009342","SRR",12
"SRR6008956","SRR",20
"SRR6009179","SRR",39
"SRR6009453","SRR",18
"SRR6009657","SRR",5
"SRR6009869","SRR",27
"SRR6009648","SRR",38
"SRR6009722","SRR",5
"SRR6009405","SRR",15
"SRR6009182","SRR",39
"SRR6009360","SRR",78
"SRR6009248","SRR",2
"SRR6009397","SRR",46
"SRR6009260","SRR",5
"SRR6009455","SRR",10
"SRR6008998","SRR",14
"SRR6009624","SRR",10
"SRR6009728","SRR",1
"SRR6009037","SRR",5
"SRR6009796","SRR",39
"SRR6009554","SRR",5
"SRR6009421","SRR",35
"SRR6009308","SRR",12
"SRR6009096","SRR",103
"SRR6009882","SRR",175
"SRR6009046","SRR",20
"SRR6009004","SRR",18
"SRR6009874","SRR",39
"SRR6009862","SRR",14
"SRR6009293","SRR",14
"SRR6009786","SRR",39
"SRR6009318","SRR",20
"SRR6009829","SRR",10
"SRR6009009","SRR",1
"SRR6009466","SRR",18
"SRR6009508","SRR",15
"SRR6009344","SRR",56
"SRR6009150","SRR",35
"SRR6008999","SRR",10
"SRR6008995","SRR",20
"SRR6009480","SRR",50
"SRR6009583","SRR",14
"SRR6009494","SRR",39
"SRR6009255","SRR",39
"SRR6009659","SRR",20
"SRR6009247","SRR",3
"SRR6009467","SRR",10
"SRR6009798","SRR",10
"SRR6009363","SRR",23
"SRR6009840","SRR",39
"SRR6009707","SRR",12
"SRR6008969","SRR",31
"SRR6009211","SRR",10
"SRR6009884","SRR",35
"SRR6009726","SRR",39
"SRR6008959","SRR",20
"SRR6008971","SRR",2
"SRR6009650","SRR",39
"SRR6009819","SRR",14
"SRR6009226","SRR",81
"SRR6009235","SRR",2
"SRR6009296","SRR",512
"SRR6009553","SRR",15
"SRR6009347","SRR",46
"SRR6009906","SRR",39
"SRR6009310","SRR",10
"SRR6009140","SRR",14
"SRR6009094","SRR",39
"SRR6009378","SRR",35
"SRR6009575","SRR",2
"SRR6008973","SRR",15
"SRR6009021","SRR",15
"SRR6009479","SRR",31
"SRR6009225","SRR",10
"SRR6009561","SRR",14
"SRR6009557","SRR",1
"SRR6009105","SRR",12
"SRR6009425","SRR",20
"SRR6009804","SRR",293
"SRR6009408","SRR",15
"SRR6008949","SRR",15
"SRR6009673","SRR",3
"SRR6009423","SRR",11
"SRR6009767","SRR",14
"SRR6009440","SRR",5
"SRR6009615","SRR",14
"SRR6009316","SRR",78
"SRR6009406","SRR",10
"SRR6009164","SRR",87
"SRR6009602","SRR",5
"SRR6009134","SRR",15
"SRR6009427","SRR",26
"SRR6009089","SRR",15
"SRR6009507","SRR",3
"SRR6009117","SRR",1
"SRR6009536","SRR",5
"SRR6008975","SRR",15
"SRR6009535","SRR",296
"SRR6009223","SRR",12
"SRR6008979","SRR",53
"SRR6009608","SRR",14
"SRR6009556","SRR",14
"SRR6009711","SRR",26
"SRR6009323","SRR",20
"SRR6009475","SRR",23
"SRR6009445","SRR",50
"SRR6009352","SRR",704
"SRR6009107","SRR",14
"SRR6009224","SRR",78
"SRR6009729","SRR",3
"SRR6009486","SRR",15
"SRR6009894","SRR",17
"SRR6009462","SRR",2
"SRR6009530","SRR",23
"SRR6009228","SRR",50
"SRR6009504","SRR",57
"SRR6009748","SRR",78
"SRR6009351","SRR",14
"SRR6009128","SRR",5
"SRR6008991","SRR",14
"SRR6009163","SRR",103
"SRR6009215","SRR",5
"SRR6009198","SRR",2
"SRR6009073","SRR",26
"SRR6008994","SRR",23
"SRR6009527","SRR",1
"SRR6009671","SRR",2
"SRR6009109","SRR",2
"SRR6009860","SRR",78
"SRR6009030","SRR",17
"SRR6009409","SRR",15
"SRR6009792","SRR",5
"SRR6009497","SRR",255
"SRR6009603","SRR",2
"SRR6009061","SRR",5
"SRR6009836","SRR",18
"SRR6009552","SRR",175
"SRR6009863","SRR",78
"SRR6009899","SRR",78
"SRR6009252","SRR",23
"SRR6008950","SRR",20
"SRR6009432","SRR",2
"SRR6009229","SRR",54
"SRR6008974","SRR",5
"SRR6009062","SRR",14
"SRR6009377","SRR",5
"SRR6009367","SRR",106
"SRR6009577","SRR",15
"SRR6009456","SRR",15
"SRR6009066","SRR",5
"SRR6009214","SRR",15
"SRR6009187","SRR",12
"SRR6009418","SRR",15
"SRR6009864","SRR",9
"SRR6009587","SRR",15
"SRR6009855","SRR",56
"SRR6009524","SRR",87
"SRR6009880","SRR",14
"SRR6008977","SRR",15
"SRR6009410","SRR",15
"SRR6009320","SRR",2
"SRR6009619","SRR",126
"SRR6009493","SRR",20
"SRR6009079","SRR",26
"SRR6009842","SRR",14
"SRR6008984","SRR",15
"SRR6009757","SRR",15
"SRR6009369","SRR",15
"SRR6009550","SRR",50
"SRR6009048","SRR",14
"SRR6009426","SRR",87
"SRR6009488","SRR",14
"SRR6009043","SRR",15
"SRR6009052","SRR",13
"SRR6009896","SRR",650
"SRR6009662","SRR",12
"SRR6009138","SRR",12
"SRR6009007","SRR",12
"SRR6009059","SRR",14
"SRR6009170","SRR",15
"SRR6009092","SRR",20
"SRR6009690","SRR",103
"SRR6008976","SRR",20
"SRR6009349","SRR",1
"SRR6009038","SRR",14
"SRR6008954","SRR",78
"SRR6009831","SRR",12
"SRR6009491","SRR",1
"SRR6009700","SRR",5
"SRR6009589","SRR",5
"SRR6009233","SRR",23
"SRR6009045","SRR",193
"SRR6009237","SRR",23
"SRR6009051","SRR",78
"SRR6009192","SRR",14
"SRR6009189","SRR",497
"SRR6009417","SRR",14
"SRR6009144","SRR",13
"SRR6009772","SRR",202
"SRR6009322","SRR",50
"SRR6009468","SRR",56
"SRR6009520","SRR",5
"SRR6008990","SRR",15
"SRR6009333","SRR",5
"SRR6009076","SRR",13
"SRR6009675","SRR",5
"SRR6009000","SRR",56
"SRR6009162","SRR",2
"SRR6009193","SRR",46
"SRR6009569","SRR",6
"SRR6009435","SRR",15
"SRR6009721","SRR",15
"SRR6009027","SRR",12
"SRR6009701","SRR",2
"SRR6009441","SRR",2
"SRR6009402","SRR",57
"SRR6009609","SRR",78
"SRR6009281","SRR",642
"SRR6009801","SRR",17
"SRR6009040","SRR",23
"SRR6009254","SRR",87
"SRR6009760","SRR",54
"SRR6009631","SRR",78
"SRR6009412","SRR",78
"SRR6009691","SRR",12
"SRR6009437","SRR",5
"SRR6009799","SRR",13
"SRR6009411","SRR",76
"SRR6009665","SRR",5
"SRR6009788","SRR",14
"SRR6009070","SRR",35
"SRR6009911","SRR",87
"SRR6009301","SRR",2
"SRR6009634","SRR",486
"SRR6009127","SRR",11
"SRR6009458","SRR",1
"SRR6009434","SRR",39
"SRR6009695","SRR",87
"SRR6009442","SRR",14
"SRR6009485","SRR",2
"SRR6009279","SRR",103
"SRR6009564","SRR",78
"SRR6009555","SRR",5
"SRR6009539","SRR",87
"SRR6009800","SRR",71
"SRR6009888","SRR",103
"SRR6009599","SRR",46
"SRR6009877","SRR",106
"SRR6009156","SRR",20
"SRR6009031","SRR",11
"SRR6009419","SRR",15
"SRR6009101","SRR",15
"SRR6009111","SRR",13
"SRR6009116","SRR",20
"SRR6008952","SRR",5
"SRR6009742","SRR",15
"SRR6009404","SRR",87
"SRR6009824","SRR",15
"SRR6009217","SRR",13
"SRR6009325","SRR",62
"SRR6009431","SRR",14
"SRR6009833","SRR",23
"SRR6009499","SRR",15
"SRR6009573","SRR",5
"SRR6009853","SRR",9
"SRR6009250","SRR",106
"SRR6009914","SRR",15
"SRR6009521","SRR",15
"SRR6009806","SRR",59
"SRR6009689","SRR",87
"SRR6009525","SRR",15
"SRR6009753","SRR",723
"SRR6009606","SRR",2
"SRR6009740","SRR",50
"SRR6009761","SRR",39
"SRR6009420","SRR",78
"SRR6009280","SRR",15
"SRR6009709","SRR",39
"SRR6009859","SRR",81
"SRR6009385","SRR",2
"SRR6009668","SRR",85
"SRR6009630","SRR",14
"SRR6009523","SRR",190
"SRR6009221","SRR",2
"SRR6009478","SRR",5
"SRR6009082","SRR",5
"SRR6008989","SRR",17
"SRR6009574","SRR",78
"SRR6009820","SRR",78
"SRR6009114","SRR",12
"SRR6009560","SRR",107
"SRR6009512","SRR",26
"SRR6009627","SRR",27
"SRR6009598","SRR",17
"SRR6009780","SRR",27
"SRR6009529","SRR",107
"SRR6009600","SRR",2
"SRR6009086","SRR",5
"SRR6009151","SRR",5
"SRR6008970","SRR",26
"SRR6009645","SRR",23
"SRR6009209","SRR",78
"SRR6009186","SRR",15
"SRR6009190","SRR",13
"SRR6009321","SRR",2
"SRR6009644","SRR",27
"SRR6009704","SRR",392
"SRR6009898","SRR",20
"SRR6009167","SRR",175
"SRR6009584","SRR",26
"SRR6009289","SRR",255
"SRR6009611","SRR",29
"SRR6009501","SRR",14
"SRR6009775","SRR",26
"SRR6009710","SRR",15
"SRR6009368","SRR",15
"SRR6009166","SRR",15
"SRR6009856","SRR",26
"SRR6009328","SRR",283
"SRR6009142","SRR",283
"SRR6009036","SRR",12
"SRR6009768","SRR",2
"SRR6009791","SRR",2
"SRR6009685","SRR",17
"SRR6009904","SRR",85
"SRR6009725","SRR",27
"SRR6009358","SRR",46
"SRR6009474","SRR",5
"SRR6009447","SRR",2
"SRR6009744","SRR",2
"SRR6009124","SRR",2
"SRR6009581","SRR",39
"SRR6009547","SRR",2
"SRR6009811","SRR",2
"SRR6009640","SRR",3
"SRR6009239","SRR",23
"SRR6009712","SRR",14
"SRR6009334","SRR",2
"SRR6009805","SRR",54
"SRR6009694","SRR",14
"SRR6009010","SRR",15
"SRR6009878","SRR",5
"SRR6009067","SRR",54
"SRR6009795","SRR",87
"SRR6009613","SRR",66
"SRR6009337","SRR",2
"SRR6009210","SRR",78
"SRR6009183","SRR",78
"SRR6009666","SRR",15
"SRR6009867","SRR",27
"SRR6009522","SRR",78
"SRR6009072","SRR",10
"SRR6009112","SRR",167
"SRR6009131","SRR",2
"SRR6009771","SRR",15
"SRR6009154","SRR",2
"SRR6009446","SRR",39
"SRR6008961","SRR",14
"SRR6009658","SRR",29
"SRR6009697","SRR",14
"SRR6009016","SRR",1
"SRR6009230","SRR",11
"SRR6009821","SRR",20
